season,team,player_id,player_name,spine_metric,games,spine_opps,team_spine_opps,spine_opps_stress,team_spine_opps_stress,spine_opps_calm,team_spine_opps_calm,share_overall,share_stress,share_calm,confidence_delta
2026,PIT,00-0036139,R.Dowdle,rush_attempts,2,15,42,5,14,10,28,0.3571,0.3571,0.3571,0.0
2026,LAC,00-0039915,L.McConkey,targets,2,10,53,5,23,5,30,0.1887,0.2174,0.1667,0.0507
2026,MIN,00-0036322,J.Jefferson,targets,2,16,43,10,24,6,19,0.3721,0.4167,0.3158,0.1009
2026,GB,00-0038124,C.Watson,targets,2,19,69,10,28,9,41,0.2754,0.3571,0.2195,0.1376
2026,MIA,00-0041523,C.Douglas,targets,2,10,50,6,16,4,34,0.2,0.375,0.1176,0.2574
2026,NYJ,00-0040582,A.Smith,targets,1,1,23,0,7,1,16,0.0435,0.0,0.0625,-0.0625
2026,SF,00-0031408,M.Evans,targets,2,10,55,7,24,3,31,0.1818,0.2917,0.0968,0.1949
2026,PHI,00-0040867,M.Lemon,targets,2,5,56,1,30,4,26,0.0893,0.0333,0.1538,-0.1205
2026,DEN,00-0036727,A.Prentice,rush_attempts,1,0,28,0,16,0,12,0.0,0.0,0.0,0.0
2026,MIN,00-0041104,D.Claiborne,rush_attempts,1,0,27,0,9,0,18,0.0,0.0,0.0,0.0
2026,CHI,00-0036275,D.Swift,rush_attempts,2,34,60,12,21,22,39,0.5667,0.5714,0.5641,0.0073
2026,PIT,00-0037228,J.Warren,rush_attempts,2,21,42,5,14,16,28,0.5,0.3571,0.5714,-0.2143
2026,MIN,00-0036259,J.Jennings,targets,1,1,24,0,13,1,11,0.0417,0.0,0.0909,-0.0909
2026,GB,00-0040667,M.Golden,targets,2,18,69,9,28,9,41,0.2609,0.3214,0.2195,0.1019
2026,MIA,00-0039040,D.Achane,rush_attempts,2,31,41,10,16,21,25,0.7561,0.625,0.84,-0.215
2026,DEN,00-0038783,N.Adkins,targets,1,3,29,1,11,2,18,0.1034,0.0909,0.1111,-0.0202
2026,LAC,00-0041550,B.Thompson,targets,1,3,26,2,13,1,13,0.1154,0.1538,0.0769,0.0769
2026,LV,00-0029604,K.Cousins,rush_attempts_qb,2,7,64,3,23,4,41,0.1094,0.1304,0.0976,0.0329
2026,PIT,00-0035640,D.Metcalf,targets,2,19,74,8,27,11,47,0.2568,0.2963,0.234,0.0623
2026,NE,00-0040556,C.Kiner,rush_attempts,2,8,51,1,13,7,38,0.1569,0.0769,0.1842,-0.1073
2026,GB,00-0038996,T.Kraft,targets,2,9,69,0,28,9,41,0.1304,0.0,0.2195,-0.2195
2026,DEN,00-0037085,T.Badie,rush_attempts,1,1,28,0,16,1,12,0.0357,0.0,0.0833,-0.0833
2026,LV,00-0037093,D.Young,targets,1,1,29,0,10,1,19,0.0345,0.0,0.0526,-0.0526
2026,MIA,00-0041436,D.Herman,rush_attempts,1,0,28,0,12,0,16,0.0,0.0,0.0,0.0
2026,NE,00-0033555,M.Hollins,targets,2,7,52,4,23,3,29,0.1346,0.1739,0.1034,0.0705
2026,JAX,00-0041503,N.Boerkircher,targets,1,1,21,0,6,1,15,0.0476,0.0,0.0667,-0.0667
2026,DEN,00-0041496,J.Coleman,rush_attempts,1,10,28,9,16,1,12,0.3571,0.5625,0.0833,0.4792
2026,LV,00-0034365,I.Thomas,targets,1,1,29,0,10,1,19,0.0345,0.0,0.0526,-0.0526
2026,NE,00-0036187,R.Gilliam,rush_attempts,1,0,26,0,8,0,18,0.0,0.0,0.0,0.0
2026,JAX,00-0041100,J.Cameron,targets,1,2,21,2,6,0,15,0.0952,0.3333,0.0,0.3333
2026,LV,00-0037291,J.Nailor,targets,2,8,58,3,23,5,35,0.1379,0.1304,0.1429,-0.0124
2026,NE,00-0038621,D.Douglas,targets,2,9,52,5,23,4,29,0.1731,0.2174,0.1379,0.0795
2026,CIN,00-0036442,J.Burrow,rush_attempts_qb,2,5,49,4,20,1,29,0.102,0.2,0.0345,0.1655
2026,GB,00-0040142,K.Johnson,rush_attempts,1,8,18,0,5,8,13,0.4444,0.0,0.6154,-0.6154
2026,LA,00-0039074,D.Allen,targets,2,2,57,2,22,0,35,0.0351,0.0909,0.0,0.0909
2026,SEA,00-0033576,E.Saubert,targets,1,1,26,1,12,0,14,0.0385,0.0833,0.0,0.0833
2026,HOU,00-0039359,C.Stover,targets,1,1,37,0,18,1,19,0.027,0.0,0.0526,-0.0526
2026,NE,00-0040568,L.Larison,rush_attempts,1,0,25,0,5,0,20,0.0,0.0,0.0,0.0
2026,CIN,00-0040785,D.Meyers,targets,2,2,65,1,25,1,40,0.0308,0.04,0.025,0.015
2026,LA,00-0038359,X.Smith,targets,1,1,30,1,10,0,20,0.0333,0.1,0.0,0.1
2026,SEA,00-0041512,J.Price,rush_attempts,2,23,61,4,25,19,36,0.377,0.16,0.5278,-0.3678
2026,DET,00-0033106,J.Goff,rush_attempts_qb,2,2,50,1,16,1,34,0.04,0.0625,0.0294,0.0331
2026,CIN,00-0038597,C.Brown,rush_attempts,2,36,49,14,20,22,29,0.7347,0.7,0.7586,-0.0586
2026,LA,00-0040737,T.Ferguson,targets,2,10,57,3,22,7,35,0.1754,0.1364,0.2,-0.0636
2026,SEA,00-0040739,E.Arroyo,targets,1,1,26,0,12,1,14,0.0385,0.0,0.0714,-0.0714
2026,NE,00-0035676,A.Brown,targets,1,4,31,3,17,1,14,0.129,0.1765,0.0714,0.105
2026,DET,00-0036754,B.Wright,targets,1,1,39,0,16,1,23,0.0256,0.0,0.0435,-0.0435
2026,DET,00-0040669,I.TeSlaa,targets,2,6,77,2,31,4,46,0.0779,0.0645,0.087,-0.0224
2026,LA,00-0031381,D.Adams,targets,2,16,57,5,22,11,35,0.2807,0.2273,0.3143,-0.087
2026,SEA,00-0039793,A.Barner,targets,2,3,50,0,21,3,29,0.06,0.0,0.1034,-0.1034
2026,CAR,00-0036265,A.Dillon,rush_attempts,2,8,40,1,14,7,26,0.2,0.0714,0.2692,-0.1978
2026,DAL,00-0038738,H.Luepke,rush_attempts,2,2,34,2,15,0,19,0.0588,0.1333,0.0,0.1333
2026,DET,00-0039364,S.Vaki,rush_attempts,2,3,50,1,16,2,34,0.06,0.0625,0.0588,0.0037
2026,DET,00-0036963,A.St. Brown,targets,2,27,77,16,31,11,46,0.3506,0.5161,0.2391,0.277
2026,BAL,00-0034975,J.Hill,rush_attempts,2,8,52,3,18,5,34,0.1538,0.1667,0.1471,0.0196
2026,CAR,00-0039344,J.Brooks,rush_attempts,2,9,40,4,14,5,26,0.225,0.2857,0.1923,0.0934
2026,DAL,00-0039062,J.Mingo,targets,1,1,30,0,11,1,19,0.0333,0.0,0.0526,-0.0526
2026,NO,00-0041099,B.Brown,targets,1,0,53,0,25,0,28,0.0,0.0,0.0,0.0
2026,CAR,00-0040187,M.Evans,targets,2,3,66,3,28,0,38,0.0455,0.1071,0.0,0.1071
2026,BAL,00-0039792,D.Walker,targets,1,2,29,1,11,1,18,0.069,0.0909,0.0556,0.0354
2026,PHI,00-0035662,M.Brown,targets,1,0,34,0,19,0,15,0.0,0.0,0.0,0.0
2026,DAL,00-0037801,K.Turpin,targets,2,1,61,0,23,1,38,0.0164,0.0,0.0263,-0.0263
2026,PIT,00-0036252,M.Pittman,targets,1,3,37,1,16,2,21,0.0811,0.0625,0.0952,-0.0327
2026,CAR,00-0040124,T.McMillan,targets,2,18,66,6,28,12,38,0.2727,0.2143,0.3158,-0.1015
2026,DAL,00-0036997,J.Williams,rush_attempts,2,24,34,10,15,14,19,0.7059,0.6667,0.7368,-0.0702
2026,DET,00-0039065,S.LaPorta,targets,2,15,77,7,31,8,46,0.1948,0.2258,0.1739,0.0519
2026,NO,00-0038551,K.Miller,rush_attempts,1,9,23,4,11,5,12,0.3913,0.3636,0.4167,-0.053
2026,LA,00-0039751,J.Whittington,targets,1,1,27,0,12,1,15,0.037,0.0,0.0667,-0.0667
2026,CAR,00-0037005,T.Tremble,targets,2,7,66,3,28,4,38,0.1061,0.1071,0.1053,0.0019
2026,SF,00-0036972,M.Jones,rush_attempts_qb,1,2,24,0,8,2,16,0.0833,0.0,0.125,-0.125
2026,BAL,00-0036550,R.Bateman,targets,2,10,53,3,20,7,33,0.1887,0.15,0.2121,-0.0621
2026,DAL,00-0038041,J.Ferguson,targets,2,6,61,4,23,2,38,0.0984,0.1739,0.0526,0.1213
2026,BAL,00-0034796,L.Jackson,rush_attempts_qb,1,4,34,2,11,2,23,0.1176,0.1818,0.087,0.0949
2026,BAL,00-0032764,D.Henry,rush_attempts,2,40,52,13,18,27,34,0.7692,0.7222,0.7941,-0.0719
2026,DAL,00-0036358,C.Lamb,targets,2,17,61,7,23,10,38,0.2787,0.3043,0.2632,0.0412
2026,CAR,00-0039491,J.Coker,targets,2,18,66,6,28,12,38,0.2727,0.2143,0.3158,-0.1015
2026,DAL,00-0038547,L.Schoonmaker,targets,1,1,30,0,11,1,19,0.0333,0.0,0.0526,-0.0526
2026,SEA,00-0038488,B.Russell,rush_attempts,1,0,21,0,7,0,14,0.0,0.0,0.0,0.0
2026,LA,00-0033110,T.Higbee,targets,1,2,27,1,12,1,15,0.0741,0.0833,0.0667,0.0167
2026,LA,00-0039075,P.Nacua,targets,1,9,27,5,12,4,15,0.3333,0.4167,0.2667,0.15
