season,week,game_id,team,player_id,player_name,position,spine_metric,spine_opportunities,spine_opps_stress,spine_opps_calm,team_spine_opportunities,team_spine_opps_stress,team_spine_opps_calm,targets,rushes,team_qb_designed_runs,team_qb_runs_inside_5,team_qb_runs_stress
2026,2,2026_02_IND_KC,KC,00-0039067,R.Rice,WR,targets,6,4,2,43,20,23,6,0,0,0,0
2026,2,2026_02_JAX_DEN,DEN,00-0039868,T.Franklin,WR,targets,2,1,1,29,11,18,2,0,5,0,4
2026,2,2026_02_JAX_DEN,JAX,00-0040719,B.Tuten,RB,rush_attempts,13,2,11,24,7,17,2,13,2,0,1
2026,2,2026_02_LV_LAC,LAC,00-0040189,O.Gadsden,TE,targets,2,1,1,26,13,13,2,0,2,1,2
2026,2,2026_02_LV_LAC,LV,00-0040878,M.Washington,RB,rush_attempts,3,1,2,28,12,16,1,3,3,0,1
2026,2,2026_02_MIA_SF,MIA,00-0041524,W.Kacmarek,TE,targets,1,1,0,23,10,13,1,0,1,0,1
2026,2,2026_02_MIN_CHI,MIN,00-0035249,J.Oliver,TE,targets,1,0,1,19,11,8,1,0,2,0,2
2026,2,2026_02_MIN_CHI,CHI,00-0032464,K.Raymond,WR,targets,5,3,2,30,18,12,5,0,2,0,1
2026,2,2026_02_NO_BAL,NO,00-0039424,D.Vele,WR,targets,7,5,2,32,15,17,7,0,7,2,5
2026,2,2026_02_NYG_LA,NYG,00-0035250,D.Singletary,RB,rush_attempts,3,0,3,21,6,15,1,3,2,0,2
2026,2,2026_02_PHI_TEN,TEN,00-0038115,D.Bellinger,TE,targets,1,0,1,17,10,7,1,0,2,1,2
2026,2,2026_02_PIT_NE,PIT,00-0041489,G.Bernard,WR,targets,8,3,5,37,11,26,8,0,0,0,0
2026,2,2026_02_PIT_NE,NE,00-0040563,E.Chism,WR,targets,1,1,0,21,6,15,1,0,2,0,0
2026,2,2026_02_SEA_ARI,ARI,00-0038559,Mi.Wilson,WR,targets,7,5,2,26,11,15,7,0,0,0,0
2026,2,2026_02_WAS_DAL,WAS,00-0037742,T.Burks,WR,targets,1,1,0,34,15,19,1,0,1,0,1
2026,1,2026_01_ARI_LAC,ARI,00-0037744,T.McBride,TE,targets,13,7,6,37,14,23,13,0,5,0,3
2026,1,2026_01_ARI_LAC,LAC,00-0038573,D.Davis,WR,targets,1,0,1,27,10,17,1,0,0,0,0
2026,1,2026_01_ATL_PIT,ATL,00-0037741,J.Dotson,WR,targets,3,1,2,19,6,13,3,0,0,0,0
2026,1,2026_01_BUF_HOU,BUF,00-0036988,J.Palmer,WR,targets,2,2,0,29,16,13,2,0,5,1,3
2026,1,2026_01_CLE_JAX,CLE,00-0041547,K.Concepcion,WR,targets,5,0,5,22,4,18,5,3,3,0,2
2026,1,2026_01_CLE_JAX,JAX,00-0032104,A.Abdullah,RB,rush_attempts,4,2,2,32,10,22,1,4,5,0,2
2026,1,2026_01_DAL_NYG,NYG,00-0041042,M.Fields,WR,targets,4,0,4,29,13,16,4,0,9,0,6
2026,1,2026_01_DEN_KC,DEN,00-0036158,J.Dobbins,RB,rush_attempts,8,0,8,14,1,13,0,8,2,0,0
2026,1,2026_01_DEN_KC,KC,00-0030506,T.Kelce,TE,targets,5,2,3,25,12,13,5,0,3,0,3
2026,1,2026_01_GB_MIN,MIN,00-0038994,J.Addison,WR,targets,2,2,0,24,13,11,2,0,4,0,2
2026,1,2026_01_GB_MIN,GB,00-0033858,J.Smith,TE,targets,3,1,2,40,15,25,3,0,1,0,1
2026,1,2026_01_MIA_LV,MIA,00-0039874,J.Wright,RB,rush_attempts,1,0,1,13,4,9,0,1,1,0,0
2026,1,2026_01_NYJ_TEN,NYJ,00-0040736,M.Taylor,TE,targets,3,0,3,23,7,16,3,0,4,0,2
2026,1,2026_01_NYJ_TEN,TEN,00-0038117,W.Robinson,WR,targets,6,1,5,28,11,17,6,0,0,0,0
2026,1,2026_01_SF_LA,SF,00-0033288,G.Kittle,TE,targets,5,1,4,34,16,18,5,0,3,0,2
2026,1,2026_01_WAS_PHI,WAS,00-0037809,C.Okonkwo,TE,targets,3,0,3,30,16,14,3,0,2,0,2
2026,1,2026_01_WAS_PHI,PHI,00-0036389,J.Hurts,QB,rush_attempts_qb,2,2,0,20,6,14,0,2,2,0,2
2026,2,2026_02_CIN_HOU,HOU,00-0034383,D.Schultz,TE,targets,14,5,9,50,19,31,14,0,0,0,0
2026,2,2026_02_CLE_TB,CLE,00-0040782,I.Bond,WR,targets,1,0,1,30,11,19,1,0,4,0,2
2026,2,2026_02_CLE_TB,TB,00-0039361,B.Irving,RB,rush_attempts,17,5,12,22,8,14,4,17,1,0,1
2026,2,2026_02_DET_BUF,BUF,00-0038933,D.Kincaid,TE,targets,8,2,6,28,11,17,8,0,9,1,7
2026,2,2026_02_GB_NYJ,NYJ,00-0039890,A.Mitchell,WR,targets,12,6,6,36,18,18,12,0,1,0,0
2026,2,2026_02_IND_KC,IND,00-0037664,A.Pierce,WR,targets,1,0,1,30,12,18,1,0,1,0,1
2026,2,2026_02_IND_KC,KC,00-0038134,K.Walker,RB,rush_attempts,24,12,12,27,14,13,10,24,0,0,0
2026,2,2026_02_JAX_DEN,DEN,00-0034348,C.Sutton,WR,targets,4,1,3,29,11,18,4,0,5,0,4
2026,2,2026_02_JAX_DEN,JAX,00-0036971,T.Lawrence,QB,rush_attempts_qb,2,1,1,24,7,17,0,2,2,0,1
2026,2,2026_02_LV_LAC,LAC,00-0038573,D.Davis,WR,targets,1,1,0,26,13,13,1,0,2,1,2
2026,2,2026_02_LV_LAC,LV,00-0035891,C.White,WR,targets,2,2,0,29,10,19,2,0,3,0,1
2026,2,2026_02_MIA_SF,MIA,00-0039880,M.Washington,WR,targets,5,2,3,23,10,13,5,1,1,0,1
2026,2,2026_02_MIN_CHI,MIN,00-0040506,M.Price,WR,targets,1,0,1,19,11,8,1,0,2,0,2
2026,2,2026_02_MIN_CHI,CHI,00-0039919,R.Odunze,WR,targets,4,2,2,30,18,12,4,0,2,0,1
2026,2,2026_02_NO_BAL,NO,00-0040743,T.Shough,QB,rush_attempts_qb,7,5,2,26,12,14,0,7,7,2,5
2026,2,2026_02_NYG_LA,NYG,00-0040715,C.Skattebo,RB,rush_attempts,12,2,10,21,6,15,4,12,2,0,2
2026,2,2026_02_PHI_TEN,TEN,00-0040584,G.Helm,TE,targets,2,1,1,17,10,7,2,0,2,1,2
2026,2,2026_02_PIT_NE,PIT,00-0038558,D.Washington,TE,targets,2,0,2,37,11,26,2,0,0,0,0
2026,2,2026_02_PIT_NE,NE,00-0040131,K.Williams,WR,targets,2,1,1,21,6,15,2,0,2,0,0
2026,2,2026_02_SEA_ARI,ARI,00-0037744,T.McBride,TE,targets,10,5,5,26,11,15,10,0,0,0,0
2026,2,2026_02_WAS_DAL,WAS,00-0039686,C.Yankoff,TE,targets,1,0,1,34,15,19,1,0,1,0,1
2026,1,2026_01_ARI_LAC,ARI,00-0041027,J.Love,RB,rush_attempts,11,3,8,33,10,23,4,11,5,0,3
2026,1,2026_01_ARI_LAC,LAC,00-0040727,T.Harris,WR,targets,6,2,4,27,10,17,6,0,0,0,0
2026,1,2026_01_ATL_PIT,ATL,00-0038542,Bi.Robinson,RB,rush_attempts,21,5,16,31,5,26,10,21,0,0,0
2026,1,2026_01_BUF_HOU,BUF,00-0034827,D.Moore,WR,targets,8,3,5,29,16,13,8,0,5,1,3
2026,1,2026_01_CLE_JAX,CLE,00-0033537,D.Watson,QB,rush_attempts_qb,3,2,1,19,6,13,0,3,3,0,2
2026,1,2026_01_CLE_JAX,JAX,00-0038935,B.Strange,TE,targets,3,1,2,21,6,15,3,0,5,0,2
2026,1,2026_01_DAL_NYG,NYG,00-0037838,I.Likely,TE,targets,8,7,1,29,13,16,8,0,9,0,6
2026,1,2026_01_DEN_KC,DEN,00-0039868,T.Franklin,WR,targets,1,1,0,27,11,16,1,1,2,0,0
2026,1,2026_01_DEN_KC,KC,00-0033873,P.Mahomes,QB,rush_attempts_qb,3,3,0,34,14,20,0,3,3,0,3
2026,1,2026_01_GB_MIN,MIN,00-0035229,T.Hockenson,TE,targets,5,4,1,24,13,11,5,0,4,0,2
2026,1,2026_01_GB_MIN,GB,00-0036264,J.Love,QB,rush_attempts_qb,1,1,0,21,4,17,0,1,1,0,1
2026,1,2026_01_MIA_LV,MIA,00-0041529,K.Coleman,WR,targets,2,1,1,27,6,21,2,0,1,0,0
2026,1,2026_01_NYJ_TEN,NYJ,00-0041511,O.Cooper,WR,targets,1,1,0,23,7,16,1,0,4,0,2
2026,1,2026_01_NYJ_TEN,TEN,00-0040705,C.Dike,WR,targets,1,0,1,28,11,17,1,0,0,0,0
2026,1,2026_01_SF_LA,SF,00-0036887,L.Farrell,TE,targets,2,0,2,34,16,18,2,0,3,0,2
2026,1,2026_01_WAS_PHI,WAS,00-0040164,J.Lane,WR,targets,1,1,0,30,16,14,1,0,2,0,2
2026,1,2026_01_WAS_PHI,PHI,00-0038555,T.Bigsby,RB,rush_attempts,1,1,0,20,6,14,0,1,2,0,2
2026,2,2026_02_CIN_HOU,HOU,00-0038618,X.Hutchinson,WR,targets,9,2,7,50,19,31,9,0,0,0,0
2026,2,2026_02_CLE_TB,CLE,00-0040466,R.Sanders,RB,rush_attempts,2,2,0,20,9,11,1,2,4,0,2
2026,2,2026_02_CLE_TB,TB,00-0040237,T.Johnson,WR,targets,4,2,2,33,16,17,4,0,1,0,1
2026,2,2026_02_DET_BUF,BUF,00-0037261,K.Shakir,WR,targets,6,2,4,28,11,17,6,0,9,1,7
2026,2,2026_02_GB_NYJ,NYJ,00-0030565,G.Smith,QB,rush_attempts_qb,1,0,1,23,6,17,0,1,1,0,0
2026,2,2026_02_IND_KC,IND,00-0035710,D.Jones,QB,rush_attempts_qb,1,1,0,30,12,18,0,1,1,0,1
2026,2,2026_02_IND_KC,KC,00-0041013,E.Johnson,RB,rush_attempts,2,1,1,27,14,13,2,2,0,0,0
2026,2,2026_02_JAX_DEN,DEN,00-0036613,J.Waddle,WR,targets,10,5,5,29,11,18,10,0,5,0,4
2026,2,2026_02_JAX_DEN,JAX,00-0038611,C.Rodriguez,RB,rush_attempts,6,3,3,24,7,17,0,6,2,0,1
2026,2,2026_02_LV_LAC,LAC,00-0040727,T.Harris,WR,targets,3,2,1,26,13,13,3,0,2,1,2
2026,2,2026_02_LV_LAC,LV,00-0040729,J.Bech,WR,targets,2,0,2,29,10,19,2,0,3,0,1
2026,2,2026_02_MIA_SF,MIA,00-0039874,J.Wright,RB,rush_attempts,2,2,0,28,12,16,0,2,1,0,1
2026,2,2026_02_MIN_CHI,MIN,00-0035229,T.Hockenson,TE,targets,4,3,1,19,11,8,4,0,2,0,2
2026,2,2026_02_MIN_CHI,CHI,00-0040735,L.Burden,WR,targets,7,6,1,30,18,12,7,0,2,0,1
2026,2,2026_02_NO_BAL,NO,00-0041326,C.Donaldson,RB,rush_attempts,1,1,0,26,12,14,0,1,7,2,5
2026,2,2026_02_NYG_LA,NYG,00-0039847,T.Johnson,TE,targets,4,1,3,32,12,20,4,0,2,0,2
2026,2,2026_02_PHI_TEN,TEN,00-0041438,C.Tate,WR,targets,5,5,0,17,10,7,5,0,2,1,2
2026,2,2026_02_PIT_NE,PIT,00-0036894,P.Freiermuth,TE,targets,5,2,3,37,11,26,5,1,0,0,0
2026,2,2026_02_PIT_NE,NE,00-0041395,E.Raridon,TE,targets,1,0,1,21,6,15,1,0,2,0,0
2026,2,2026_02_SEA_ARI,ARI,00-0037263,T.Allgeier,RB,rush_attempts,5,2,3,16,5,11,2,5,0,0,0
2026,2,2026_02_WAS_DAL,WAS,00-0040242,J.Croskey-Merritt,RB,rush_attempts,12,1,11,25,7,18,1,12,1,0,1
2026,1,2026_01_ARI_LAC,ARI,00-0033307,K.Bourne,WR,targets,8,3,5,37,14,23,8,0,5,0,3
2026,1,2026_01_ARI_LAC,LAC,00-0038544,Q.Johnston,WR,targets,6,1,5,27,10,17,6,0,0,0,0
2026,1,2026_01_ATL_PIT,ATL,00-0036970,K.Pitts,TE,targets,1,0,1,19,6,13,1,0,0,0,0
2026,1,2026_01_BUF_HOU,BUF,00-0038933,D.Kincaid,TE,targets,6,2,4,29,16,13,6,0,5,1,3
2026,1,2026_01_CLE_JAX,CLE,00-0040466,R.Sanders,RB,rush_attempts,1,1,0,19,6,13,3,1,3,0,2
2026,1,2026_01_CLE_JAX,JAX,00-0039893,Bri.Thomas,WR,targets,3,0,3,21,6,15,3,0,5,0,2
2026,1,2026_01_DAL_NYG,NYG,00-0033376,P.Ricard,RB,rush_attempts,0,0,0,35,18,17,1,0,9,0,6
2026,1,2026_01_DEN_KC,DEN,00-0036613,J.Waddle,WR,targets,3,3,0,27,11,16,3,0,2,0,0
2026,1,2026_01_DEN_KC,KC,00-0039067,R.Rice,WR,targets,2,2,0,25,12,13,2,0,3,0,3
2026,1,2026_01_GB_MIN,MIN,00-0037525,J.Mason,RB,rush_attempts,15,5,10,31,12,19,0,15,4,0,2
2026,1,2026_01_GB_MIN,GB,00-0038685,C.Brooks,RB,rush_attempts,7,2,5,21,4,17,1,7,1,0,1
2026,1,2026_01_MIA_LV,MIA,00-0041525,C.Bell,WR,targets,2,0,2,27,6,21,2,0,1,0,0
2026,1,2026_01_NYJ_TEN,NYJ,00-0041032,K.Sadiq,TE,targets,3,1,2,23,7,16,3,1,4,0,2
2026,1,2026_01_NYJ_TEN,TEN,00-0039032,T.Spears,RB,rush_attempts,3,1,2,10,1,9,4,3,0,0,0
2026,1,2026_01_SF_LA,SF,00-0033280,C.McCaffrey,RB,rush_attempts,10,2,8,28,5,23,8,10,3,0,2
2026,1,2026_01_WAS_PHI,WAS,00-0037256,R.White,RB,rush_attempts,7,4,3,29,13,16,2,7,2,0,2
2026,1,2026_01_WAS_PHI,PHI,00-0034351,D.Goedert,TE,targets,5,4,1,22,11,11,5,0,2,0,2
2026,2,2026_02_CIN_HOU,HOU,00-0035685,D.Montgomery,RB,rush_attempts,6,1,5,15,4,11,2,6,0,0,0
2026,2,2026_02_CLE_TB,CLE,00-0038794,J.McLaughlin,RB,rush_attempts,1,0,1,20,9,11,1,1,4,0,2
2026,2,2026_02_CLE_TB,TB,00-0036919,K.Gainwell,RB,rush_attempts,2,2,0,22,8,14,4,2,1,0,1
2026,2,2026_02_DET_BUF,BUF,00-0035689,D.Knox,TE,targets,2,2,0,28,11,17,2,0,9,1,7
2026,2,2026_02_GB_NYJ,NYJ,00-0039794,B.Allen,RB,rush_attempts,5,3,2,23,6,17,1,5,1,0,0
2026,2,2026_02_IND_KC,IND,00-0041125,S.McGowan,RB,rush_attempts,2,0,2,30,12,18,0,2,1,0,1
2026,2,2026_02_IND_KC,KC,00-0038104,T.Thornton,WR,targets,4,3,1,43,20,23,4,0,0,0,0
2026,2,2026_02_JAX_DEN,DEN,00-0039732,B.Nix,QB,rush_attempts_qb,5,4,1,28,16,12,0,5,5,0,4
2026,2,2026_02_JAX_DEN,JAX,00-0032104,A.Abdullah,RB,rush_attempts,3,1,2,24,7,17,1,3,2,0,1
2026,2,2026_02_LV_LAC,LAC,00-0038046,C.Kolar,TE,targets,3,1,2,26,13,13,3,0,2,1,2
2026,2,2026_02_LV_LAC,LV,00-0040122,A.Jeanty,RB,rush_attempts,21,9,12,28,12,16,7,21,3,0,1
2026,2,2026_02_MIA_SF,MIA,00-0038824,R.Miller,WR,targets,1,1,0,23,10,13,1,0,1,0,1
2026,2,2026_02_MIN_CHI,MIN,00-0038994,J.Addison,WR,targets,5,2,3,19,11,8,5,0,2,0,2
2026,2,2026_02_MIN_CHI,CHI,00-0040126,C.Loveland,TE,targets,3,1,2,30,18,12,3,0,2,0,1
2026,2,2026_02_NO_BAL,NO,00-0037231,K.Austin,WR,targets,1,1,0,32,15,17,1,0,7,2,5
2026,2,2026_02_NYG_LA,NYG,00-0036309,D.Mooney,WR,targets,3,2,1,32,12,20,3,0,2,0,2
2026,2,2026_02_PHI_TEN,TEN,00-0040886,N.Singleton,RB,rush_attempts,4,1,3,27,14,13,0,4,2,1,2
2026,2,2026_02_PIT_NE,PIT,00-0039739,R.Wilson,WR,targets,6,3,3,37,11,26,6,0,0,0,0
2026,2,2026_02_PIT_NE,NE,00-0037816,R.Doubs,WR,targets,4,2,2,21,6,15,4,0,2,0,0
2026,2,2026_02_SEA_ARI,ARI,00-0033307,K.Bourne,WR,targets,3,1,2,26,11,15,3,0,0,0,0
2026,2,2026_02_WAS_DAL,WAS,00-0039912,B.Sinnott,TE,targets,1,0,1,34,15,19,1,0,1,0,1
2026,1,2026_01_ARI_LAC,ARI,00-0037263,T.Allgeier,RB,rush_attempts,17,4,13,33,10,23,2,17,5,0,3
2026,1,2026_01_ARI_LAC,LAC,00-0033885,D.Njoku,TE,targets,5,3,2,27,10,17,5,0,0,0,0
2026,1,2026_01_BUF_HOU,BUF,00-0037261,K.Shakir,WR,targets,6,3,3,29,16,13,6,0,5,1,3
2026,1,2026_01_CLE_JAX,CLE,00-0036407,J.Jeudy,WR,targets,4,0,4,22,4,18,4,0,3,0,2
2026,1,2026_01_CLE_JAX,JAX,00-0038606,P.Washington,WR,targets,6,3,3,21,6,15,6,0,5,0,2
2026,1,2026_01_DAL_NYG,NYG,00-0039337,M.Nabers,WR,targets,9,3,6,29,13,16,9,0,9,0,6
2026,1,2026_01_DEN_KC,DEN,00-0033881,E.Engram,TE,targets,5,1,4,27,11,16,5,0,2,0,0
2026,1,2026_01_DEN_KC,KC,00-0040081,J.Briningstool,TE,targets,1,0,1,25,12,13,1,0,3,0,3
2026,1,2026_01_GB_MIN,MIN,00-0033293,A.Jones,RB,rush_attempts,12,5,7,31,12,19,1,12,4,0,2
2026,1,2026_01_GB_MIN,GB,00-0039146,J.Reed,WR,targets,7,3,4,40,15,25,7,0,1,0,1
2026,1,2026_01_MIA_LV,MIA,00-0037252,G.Dulcich,TE,targets,2,0,2,27,6,21,2,0,1,0,0
2026,1,2026_01_NYJ_TEN,NYJ,00-0037805,J.Ruckert,TE,targets,1,0,1,23,7,16,1,0,4,0,2
2026,1,2026_01_NYJ_TEN,TEN,00-0040170,E.Ayomanor,WR,targets,3,3,0,28,11,17,3,0,0,0,0
2026,1,2026_01_SF_LA,SF,00-0041052,K.Black,RB,rush_attempts,14,1,13,28,5,23,1,14,3,0,2
2026,1,2026_01_WAS_PHI,WAS,00-0041040,A.Williams,WR,targets,4,3,1,30,16,14,4,0,2,0,2
2026,1,2026_01_WAS_PHI,PHI,00-0038393,D.Wicks,WR,targets,4,3,1,22,11,11,4,0,2,0,2
2026,2,2026_02_CIN_HOU,HOU,00-0040138,J.Noel,WR,targets,5,0,5,50,19,31,5,1,0,0,0
2026,2,2026_02_CLE_TB,CLE,00-0041037,D.Boston,WR,targets,7,3,4,30,11,19,7,0,4,0,2
2026,2,2026_02_CLE_TB,TB,00-0038129,C.Otton,TE,targets,6,2,4,33,16,17,6,0,1,0,1
2026,2,2026_02_DET_BUF,BUF,00-0037248,J.Cook,RB,rush_attempts,21,7,14,31,14,17,3,21,9,1,7
2026,2,2026_02_GB_NYJ,NYJ,00-0038120,B.Hall,RB,rush_attempts,16,3,13,23,6,17,5,16,1,0,0
2026,2,2026_02_IND_KC,IND,00-0041132,D.Burks,WR,targets,0,0,0,30,12,18,0,2,1,0,1
2026,2,2026_02_IND_KC,KC,00-0030506,T.Kelce,TE,targets,11,4,7,43,20,23,11,0,0,0,0
2026,2,2026_02_JAX_DEN,DEN,00-0035406,L.Humphrey,WR,targets,1,0,1,29,11,18,1,0,5,0,4
2026,2,2026_02_JAX_DEN,JAX,00-0040238,L.Allen,RB,rush_attempts,0,0,0,24,7,17,1,0,2,0,1
2026,2,2026_02_LV_LAC,LAC,00-0040666,O.Hampton,RB,rush_attempts,23,6,17,31,9,22,2,23,2,1,2
2026,2,2026_02_LV_LAC,LV,00-0038563,T.Tucker,WR,targets,7,3,4,29,10,19,7,0,3,0,1
2026,2,2026_02_MIA_SF,MIA,00-0041525,C.Bell,WR,targets,1,0,1,23,10,13,1,0,1,0,1
2026,2,2026_02_MIN_CHI,MIN,00-0033293,A.Jones,RB,rush_attempts,23,7,16,27,9,18,0,23,2,0,2
2026,2,2026_02_MIN_CHI,CHI,00-0040236,K.Monangai,RB,rush_attempts,10,2,8,28,8,20,2,10,2,0,1
2026,2,2026_02_NO_BAL,NO,00-0041041,O.Delp,TE,targets,1,0,1,32,15,17,1,0,7,2,5
2026,2,2026_02_NYG_LA,NYG,00-0039337,M.Nabers,WR,targets,4,2,2,32,12,20,4,0,2,0,2
2026,2,2026_02_PHI_TEN,TEN,00-0040676,C.Ward,QB,rush_attempts_qb,2,2,0,27,14,13,0,2,2,1,2
2026,2,2026_02_PIT_NE,PIT,00-0036139,R.Dowdle,RB,rush_attempts,7,1,6,21,4,17,2,7,0,0,0
2026,2,2026_02_PIT_NE,NE,00-0036875,R.Stevenson,RB,rush_attempts,6,2,4,26,8,18,2,6,2,0,0
2026,2,2026_02_SEA_ARI,ARI,00-0041027,J.Love,RB,rush_attempts,9,3,6,16,5,11,3,9,0,0,0
2026,2,2026_02_WAS_DAL,WAS,00-0041040,A.Williams,WR,targets,3,0,3,34,15,19,3,0,1,0,1
2026,1,2026_01_ARI_LAC,LAC,00-0039915,L.McConkey,WR,targets,7,3,4,27,10,17,7,0,0,0,0
2026,1,2026_01_BUF_HOU,BUF,00-0035689,D.Knox,TE,targets,1,1,0,29,16,13,1,0,5,1,3
2026,1,2026_01_CLE_JAX,CLE,00-0038710,B.Whiteheart,TE,targets,1,0,1,22,4,18,1,0,3,0,2
2026,1,2026_01_CLE_JAX,JAX,00-0040719,B.Tuten,RB,rush_attempts,15,2,13,32,10,22,1,15,5,0,2
2026,1,2026_01_DAL_NYG,NYG,00-0040715,C.Skattebo,RB,rush_attempts,18,11,7,35,18,17,0,18,9,0,6
2026,1,2026_01_DEN_KC,DEN,00-0036422,A.Trautman,TE,targets,3,0,3,27,11,16,3,0,2,0,0
2026,1,2026_01_DEN_KC,KC,00-0036637,N.Gray,TE,targets,1,0,1,25,12,13,1,0,3,0,3
2026,1,2026_01_GB_MIN,MIN,00-0036322,J.Jefferson,WR,targets,10,6,4,24,13,11,10,0,4,0,2
2026,1,2026_01_GB_MIN,GB,00-0038124,C.Watson,WR,targets,8,3,5,40,15,25,8,0,1,0,1
2026,1,2026_01_MIA_LV,MIA,00-0041523,C.Douglas,WR,targets,7,3,4,27,6,21,7,0,1,0,0
2026,1,2026_01_NYJ_TEN,NYJ,00-0040582,A.Smith,WR,targets,1,0,1,23,7,16,1,0,4,0,2
2026,1,2026_01_NYJ_TEN,TEN,00-0035261,T.Pollard,RB,rush_attempts,7,0,7,10,1,9,2,7,0,0,0
2026,1,2026_01_SF_LA,SF,00-0031408,M.Evans,WR,targets,7,6,1,34,16,18,7,0,3,0,2
2026,1,2026_01_WAS_PHI,WAS,00-0036628,J.Bates,TE,targets,4,2,2,30,16,14,4,0,2,0,2
2026,1,2026_01_WAS_PHI,PHI,00-0040867,M.Lemon,WR,targets,4,0,4,22,11,11,4,0,2,0,2
2026,2,2026_02_CIN_HOU,HOU,00-0038728,J.Wayne,WR,targets,7,4,3,50,19,31,7,0,0,0,0
2026,2,2026_02_CLE_TB,CLE,00-0040784,Q.Judkins,RB,rush_attempts,12,4,8,20,9,11,5,12,4,0,2
2026,2,2026_02_CLE_TB,TB,00-0041048,T.Hurst,WR,targets,7,5,2,33,16,17,7,0,1,0,1
2026,2,2026_02_DET_BUF,BUF,00-0039901,K.Coleman,WR,targets,6,3,3,28,11,17,6,0,9,1,7
2026,2,2026_02_GB_NYJ,NYJ,00-0041032,K.Sadiq,TE,targets,3,1,2,36,18,18,3,0,1,0,0
2026,2,2026_02_IND_KC,IND,00-0037292,A.Ogletree,TE,targets,1,0,1,30,12,18,1,0,1,0,1
2026,2,2026_02_IND_KC,KC,00-0039894,X.Worthy,WR,targets,7,3,4,43,20,23,7,0,0,0,0
2026,2,2026_02_JAX_DEN,DEN,00-0036727,A.Prentice,FB,rush_attempts,0,0,0,28,16,12,1,0,5,0,4
2026,2,2026_02_JAX_DEN,JAX,00-0038935,B.Strange,TE,targets,2,1,1,28,10,18,2,0,2,0,1
2026,2,2026_02_LV_LAC,LAC,00-0039915,L.McConkey,WR,targets,3,2,1,26,13,13,3,0,2,1,2
2026,2,2026_02_LV_LAC,LV,00-0039066,M.Mayer,TE,targets,4,0,4,29,10,19,4,0,3,0,1
2026,2,2026_02_MIA_SF,MIA,00-0041523,C.Douglas,WR,targets,3,3,0,23,10,13,3,0,1,0,1
2026,2,2026_02_MIN_CHI,MIN,00-0041104,D.Claiborne,RB,rush_attempts,0,0,0,27,9,18,1,0,2,0,2
2026,2,2026_02_MIN_CHI,CHI,00-0036275,D.Swift,RB,rush_attempts,16,5,11,28,8,20,5,16,2,0,1
2026,2,2026_02_NO_BAL,NO,00-0036973,T.Etienne,RB,rush_attempts,9,2,7,26,12,14,2,9,7,2,5
2026,2,2026_02_NYG_LA,NYG,00-0041042,M.Fields,WR,targets,6,4,2,32,12,20,6,0,2,0,2
2026,2,2026_02_PHI_TEN,TEN,00-0039032,T.Spears,RB,rush_attempts,7,3,4,27,14,13,2,7,2,1,2
2026,2,2026_02_PIT_NE,PIT,00-0037228,J.Warren,RB,rush_attempts,11,2,9,21,4,17,4,11,0,0,0
2026,2,2026_02_PIT_NE,NE,00-0033090,H.Henry,TE,targets,5,1,4,21,6,15,5,0,2,0,0
2026,2,2026_02_WAS_DAL,WAS,00-0031588,S.Diggs,WR,targets,6,6,0,34,15,19,6,0,1,0,1
2026,1,2026_01_BUF_HOU,BUF,00-0039901,K.Coleman,WR,targets,2,2,0,29,16,13,2,0,5,1,3
2026,1,2026_01_CLE_JAX,JAX,00-0036590,Q.Morris,TE,targets,1,0,1,21,6,15,1,0,5,0,2
2026,1,2026_01_DAL_NYG,NYG,00-0035250,D.Singletary,RB,rush_attempts,6,1,5,35,18,17,4,6,9,0,6
2026,1,2026_01_DEN_KC,DEN,00-0034348,C.Sutton,WR,targets,5,3,2,27,11,16,5,0,2,0,0
2026,1,2026_01_DEN_KC,KC,00-0040890,C.Allen,WR,targets,1,1,0,25,12,13,1,0,3,0,3
2026,1,2026_01_GB_MIN,MIN,00-0036259,J.Jennings,WR,targets,1,0,1,24,13,11,1,0,4,0,2
2026,1,2026_01_GB_MIN,GB,00-0040667,M.Golden,WR,targets,12,6,6,40,15,25,12,0,1,0,1
2026,1,2026_01_MIA_LV,MIA,00-0039040,D.Achane,RB,rush_attempts,11,4,7,13,4,9,5,11,1,0,0
2026,1,2026_01_NYJ_TEN,NYJ,00-0039890,A.Mitchell,WR,targets,3,0,3,23,7,16,3,0,4,0,2
2026,1,2026_01_WAS_PHI,WAS,00-0036626,D.Brown,WR,targets,2,2,0,30,16,14,2,0,2,0,2
2026,2,2026_02_CLE_TB,CLE,00-0040663,H.Fannin,TE,targets,6,2,4,30,11,19,6,0,4,0,2
2026,2,2026_02_IND_KC,IND,00-0040128,T.Warren,TE,targets,7,3,4,30,12,18,7,1,1,0,1
2026,2,2026_02_JAX_DEN,DEN,00-0038783,N.Adkins,TE,targets,3,1,2,29,11,18,3,1,5,0,4
2026,2,2026_02_JAX_DEN,JAX,00-0039893,Bri.Thomas,WR,targets,8,3,5,28,10,18,8,0,2,0,1
2026,2,2026_02_LV_LAC,LAC,00-0041550,B.Thompson,WR,targets,3,2,1,26,13,13,3,0,2,1,2
2026,2,2026_02_LV_LAC,LV,00-0029604,K.Cousins,QB,rush_attempts_qb,3,1,2,28,12,16,0,3,3,0,1
2026,2,2026_02_MIA_SF,MIA,00-0037252,G.Dulcich,TE,targets,3,1,2,23,10,13,3,0,1,0,1
