season,team,player_id,player_name,opportunity_type,team_opp_i20,team_opp_i10,team_opp_i5,opp_i20,yds_i20,td_i20,pct_i20_intra,pct_i20_shrunk,opp_i10,yds_i10,td_i10,pct_i10_intra,pct_i10_shrunk,opp_i5,yds_i5,td_i5,pct_i5_intra,pct_i5_shrunk,opp_g2g,td_g2g,pct_g2g_shrunk
2026,TB,00-0039361,B.Irving,target,20,4,1,5,18,1,0.25,0.2083,1,10,1,0.25,0.125,0,0,0,0.0,0.0,1,1,0.125
2026,PHI,00-0038393,D.Wicks,target,16,5,2,2,16,1,0.125,0.1,1,9,1,0.2,0.1111,0,0,0,0.0,0.0,0,0,0.0
2026,PHI,00-0034351,D.Goedert,target,16,5,2,2,17,1,0.125,0.1,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0.1
2026,WAS,00-0040242,J.Croskey-Merritt,target,24,13,8,2,6,1,0.0833,0.0714,1,1,1,0.0769,0.0588,1,1,1,0.125,0.0833,1,1,0.0909
2026,DEN,00-0041496,J.Coleman,target,17,9,4,3,6,1,0.1765,0.1429,2,4,1,0.2222,0.1538,1,3,1,0.25,0.125,2,1,0.1333
2026,DEN,00-0037085,T.Badie,target,17,9,4,1,0,0,0.0588,0.0476,1,0,0,0.1111,0.0769,0,0,0,0.0,0.0,1,0,0.0667
2026,DEN,00-0038783,N.Adkins,target,17,9,4,1,7,1,0.0588,0.0476,1,7,1,0.1111,0.0769,0,0,0,0.0,0.0,1,1,0.0667
2026,LAC,00-0040666,O.Hampton,target,14,9,2,4,21,2,0.2857,0.2222,2,9,2,0.2222,0.1538,1,1,1,0.5,0.1667,1,1,0.1
2026,LA,00-0038359,X.Smith,target,16,10,5,1,0,0,0.0625,0.05,1,0,0,0.1,0.0714,0,0,0,0.0,0.0,0,0,0.0
2026,PHI,00-0038555,T.Bigsby,target,16,5,2,3,14,1,0.1875,0.15,1,2,1,0.2,0.1111,1,2,1,0.5,0.1667,0,0,0.0
