season,week,game_type,game_id,pfr_game_id,pfr_player_id,pfr_player_name,team,opponent,rushing_broken_tackles,receiving_broken_tackles,receiving_drop,receiving_drop_pct,receiving_int,receiving_rat,ingest_run_id
2026,2,REG,2026_02_NO_BAL,202609200rav,LancBr00,Bryce Lance,NO,BAL,,0,0,0.0,0,100.0,20260925T013701Z
2026,2,REG,2026_02_MIN_CHI,202609200chi,SwifDA00,D'Andre Swift,CHI,MIN,,1,0,0.0,0,111.7,20260925T013701Z
2026,2,REG,2026_02_MIN_CHI,202609200chi,BurdLu00,Luther Burden,CHI,MIN,,0,1,0.143,1,17.3,20260925T013701Z
2026,2,REG,2026_02_MIN_CHI,202609200chi,RousSa00,Sam Roush,CHI,MIN,,0,2,0.667,0,42.4,20260925T013701Z
2026,2,REG,2026_02_MIN_CHI,202609200chi,KmetCo00,Cole Kmet,CHI,MIN,,0,0,0.0,0,39.6,20260925T013701Z
2026,2,REG,2026_02_MIN_CHI,202609200chi,HockTJ00,T.J. Hockenson,MIN,CHI,,0,0,0.0,0,94.8,20260925T013701Z
2026,2,REG,2026_02_MIN_CHI,202609200chi,JeffJu00,Justin Jefferson,MIN,CHI,,1,3,0.5,0,81.9,20260925T013701Z
2026,2,REG,2026_02_MIN_CHI,202609200chi,AddiJo00,Jordan Addison,MIN,CHI,,0,0,0.0,0,52.9,20260925T013701Z
2026,2,REG,2026_02_MIN_CHI,202609200chi,DallDe00,DeeJay Dallas,MIN,CHI,,0,0,0.0,0,116.7,20260925T013701Z
2026,2,REG,2026_02_CIN_HOU,202609200htx,SchuDa00,Dalton Schultz,HOU,CIN,,0,0,0.0,0,108.3,20260925T013701Z
2026,2,REG,2026_02_CIN_HOU,202609200htx,MarkWo00,Woody Marks,HOU,CIN,,0,0,0.0,0,85.4,20260925T013701Z
2026,2,REG,2026_02_CIN_HOU,202609200htx,BoutKa00,Kayshon Boutte,HOU,CIN,,0,1,0.2,0,82.9,20260925T013701Z
2026,2,REG,2026_02_CIN_HOU,202609200htx,HutcXa00,Xavier Hutchinson,HOU,CIN,,0,0,0.0,0,47.0,20260925T013701Z
2026,2,REG,2026_02_CIN_HOU,202609200htx,MontDa01,David Montgomery,HOU,CIN,,0,0,0.0,0,95.8,20260925T013701Z
2026,2,REG,2026_02_CIN_HOU,202609200htx,ChasJa00,Ja'Marr Chase,CIN,HOU,,0,1,0.111,0,141.0,20260925T013701Z
2026,2,REG,2026_02_CIN_HOU,202609200htx,HiggTe00,Tee Higgins,CIN,HOU,,0,0,0.0,0,83.3,20260925T013701Z
2026,2,REG,2026_02_CIN_HOU,202609200htx,AllxEr00,Erick All,CIN,HOU,,0,0,0.0,0,70.1,20260925T013701Z
2026,2,REG,2026_02_CIN_HOU,202609200htx,IosiAn00,Andrei Iosivas,CIN,HOU,,0,0,0.0,0,95.8,20260925T013701Z
2026,2,REG,2026_02_CIN_HOU,202609200htx,PeriSa00,Samaje Perine,CIN,HOU,,0,0,0.0,0,118.7,20260925T013701Z
2026,2,REG,2026_02_CIN_HOU,202609200htx,MeyeDo00,Dohnte Meyers,CIN,HOU,,0,1,1.0,0,39.6,20260925T013701Z
2026,2,REG,2026_02_PIT_NE,202609200nwe,DoubRo00,Romeo Doubs,NE,PIT,,0,1,0.25,0,116.7,20260925T013701Z
2026,2,REG,2026_02_PIT_NE,202609200nwe,HenrHu00,Hunter Henry,NE,PIT,,0,0,0.0,1,45.8,20260925T013701Z
2026,2,REG,2026_02_PIT_NE,202609200nwe,HollMa00,Mack Hollins,NE,PIT,,0,0,0.0,0,104.2,20260925T013701Z
2026,2,REG,2026_02_PIT_NE,202609200nwe,StevRh00,Rhamondre Stevenson,NE,PIT,,1,1,0.5,0,56.2,20260925T013701Z
2026,2,REG,2026_02_PIT_NE,202609200nwe,FreiPa00,Pat Freiermuth,PIT,NE,,0,0,0.0,0,93.3,20260925T013701Z
2026,2,REG,2026_02_PIT_NE,202609200nwe,BernGe00,Germie Bernard,PIT,NE,,1,1,0.125,1,22.4,20260925T013701Z
2026,2,REG,2026_02_PIT_NE,202609200nwe,WarrJa01,Jaylen Warren,PIT,NE,,0,0,0.0,0,79.2,20260925T013701Z
2026,2,REG,2026_02_PIT_NE,202609200nwe,WashDa03,Darnell Washington,PIT,NE,,0,0,0.0,0,58.3,20260925T013701Z
