season,week,season_type,game_id,player_id,team,opponent_team,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,receiving_10,receiving_16,receiving_20,receiving_40,racr,target_share,air_yards_share,wopr,ingest_run_id
2026,1,REG,2026_01_ATL_PIT,00-0023459,PIT,ATL,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_ATL_PIT,00-0025565,ATL,PIT,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0026190,BAL,IND,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0026498,LA,SF,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_ATL_PIT,00-0027969,PIT,ATL,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_MIA_LV,00-0029604,LV,MIA,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_GB_MIN,00-0029606,MIN,GB,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_NYJ_TEN,00-0029607,NYJ,TEN,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_DAL_NYG,00-0029692,DAL,NYG,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_GB_MIN,00-0029714,MIN,GB,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_CHI_CAR,00-0030092,CAR,CHI,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_WAS_PHI,00-0030140,WAS,PHI,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0030279,IND,BAL,6,6,32,0,0,0,22,10.0,1,-0.00896294851554558,0,0,0,0,0,1.45454545454545,0.206896551724138,0.109452736318408,0.386961743009092,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0030294,LAC,ARI,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_DEN_KC,00-0030506,KC,DEN,3,5,71,0,0,0,29,63.0,2,4.96814065461513,0,1,1,1,1,2.44827586206897,0.2,0.218045112781955,0.452631578947368,20260925T013701Z
2026,1,REG,2026_01_NYJ_TEN,00-0030565,NYJ,TEN,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0031040,LAC,ARI,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_ATL_PIT,00-0031136,PIT,ATL,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_CHI_CAR,00-0031203,CHI,CAR,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_ATL_PIT,00-0031279,ATL,PIT,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0031330,NE,SEA,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_GB_MIN,00-0031360,MIN,GB,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_BUF_HOU,00-0031364,HOU,BUF,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0031381,LA,SF,3,6,26,0,0,0,73,9.0,1,-1.70472908939701,0,2,0,0,0,0.356164383561644,0.222222222222222,0.286274509803922,0.533725490196078,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0031408,SF,LA,6,7,49,1,0,0,55,6.0,6,8.18519229372032,0,2,0,0,0,0.890909090909091,0.205882352941176,0.369127516778524,0.567212791156731,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0031411,SEA,NE,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0031492,SEA,NE,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_BUF_HOU,00-0031565,HOU,BUF,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_ATL_PIT,00-0031576,ATL,PIT,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_CHI_CAR,00-0031583,CHI,CAR,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_WAS_PHI,00-0031588,WAS,PHI,4,9,55,1,0,0,83,15.0,4,3.75257198052714,0,4,1,0,0,0.662650602409639,0.310344827586207,0.261829652996845,0.648797998477102,20260925T013701Z
2026,1,REG,2026_01_CHI_CAR,00-0031610,CAR,CHI,2,2,28,0,0,0,8,20.0,2,1.23824440309545,0,2,1,0,0,3.5,0.0588235294117647,0.0218579234972678,0.103535840565734,20260925T013701Z
2026,1,REG,2026_01_DEN_KC,00-0031898,DEN,KC,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0031933,SEA,NE,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0031957,TB,CIN,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_MIA_LV,00-0032065,MIA,LV,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_BUF_HOU,00-0032071,HOU,BUF,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_CLE_JAX,00-0032104,JAX,CLE,1,1,0,0,0,0,-3,3.0,0,-0.747522654477507,0,0,0,0,0,0.0,0.0476190476190476,-0.012396694214876,0.0627508854781582,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0032146,LAC,ARI,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_CLE_JAX,00-0032164,JAX,CLE,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_BUF_HOU,00-0032265,HOU,BUF,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0032378,IND,BAL,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0032387,SEA,NE,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0032398,BAL,IND,1,2,53,0,0,0,68,23.0,1,3.20926064962987,0,1,1,1,1,0.779411764705882,0.0833333333333333,0.252788104089219,0.301951672862454,20260925T013701Z
2026,1,REG,2026_01_DAL_NYG,00-0032424,NYG,DAL,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_CHI_CAR,00-0032464,CHI,CAR,8,9,84,0,0,0,65,21.0,5,6.47426565661235,0,3,1,1,0,1.29230769230769,0.346153846153846,0.203761755485893,0.661863998070895,20260925T013701Z
2026,1,REG,2026_01_DEN_KC,00-0032569,DEN,KC,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0032701,SF,LA,1,1,2,0,0,0,-1,3.0,0,-0.444575506495312,0,0,0,0,0,0.0,0.0294117647058824,-0.00671140939597315,0.0394196604816423,20260925T013701Z
2026,1,REG,2026_01_BUF_HOU,00-0032726,HOU,BUF,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0032753,IND,BAL,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_BUF_HOU,00-0032759,HOU,BUF,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_DEN_KC,00-0032762,KC,DEN,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0032764,BAL,IND,1,1,19,0,0,0,-1,20.0,1,1.70314843778033,0,1,1,0,0,-19.0,0.0416666666666667,-0.00371747211895911,0.0598977695167286,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0032775,SF,LA,2,3,50,1,0,0,45,7.0,2,2.95337476504783,0,2,1,1,0,1.11111111111111,0.0882352941176471,0.302013422818792,0.343762337149625,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0032889,TB,CIN,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_GB_MIN,00-0032950,MIN,GB,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0032951,IND,BAL,0,1,0,0,0,0,4,0.0,0,-4.8116334649967,0,0,0,0,0,0.0,0.0344827586206897,0.0199004975124378,0.0656544861897409,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0032965,BAL,IND,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_CLE_JAX,00-0033038,JAX,CLE,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_NYJ_TEN,00-0033051,NYJ,TEN,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_ATL_PIT,00-0033055,PIT,ATL,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_DAL_NYG,00-0033077,DAL,NYG,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0033090,NE,SEA,3,3,26,0,0,0,12,14.0,1,0.0977376837981865,0,2,0,0,0,2.16666666666667,0.0967741935483871,0.0542986425339367,0.183170340096336,20260925T013701Z
2026,1,REG,2026_01_DAL_NYG,00-0033093,DAL,NYG,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_NO_DET,00-0033106,DET,NO,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_GB_MIN,00-0033109,GB,MIN,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0033110,LA,SF,2,2,12,0,1,1,9,3.0,0,-4.7324243192561,0,0,0,0,0,1.33333333333333,0.0740740740740741,0.0352941176470588,0.135816993464052,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0033119,ARI,LAC,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_DAL_NYG,00-0033120,DAL,NYG,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_CLE_JAX,00-0033131,CLE,JAX,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0033132,NE,SEA,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0033269,IND,BAL,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0033280,SF,LA,5,8,20,0,0,0,-3,30.0,0,-4.91340415015036,0,0,0,0,0,-6.66666666666667,0.235294117647059,-0.0201342281879195,0.338847216739045,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0033281,BAL,IND,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0033288,SF,LA,2,5,12,0,0,0,38,17.0,0,-5.58083584159613,0,0,0,0,0,0.315789473684211,0.147058823529412,0.25503355704698,0.399111725227004,20260925T013701Z
2026,1,REG,2026_01_DAL_NYG,00-0033290,NYG,DAL,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_GB_MIN,00-0033293,MIN,GB,0,1,0,0,0,0,4,0.0,0,-0.883685847977176,0,0,0,0,0,0.0,0.0434782608695652,0.0227272727272727,0.0811264822134387,20260925T013701Z
2026,1,REG,2026_01_NO_DET,00-0033294,DET,NO,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_DEN_KC,00-0033297,DEN,KC,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_DEN_KC,00-0033303,KC,DEN,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0033307,ARI,LAC,8,8,75,0,0,0,40,35.0,5,5.81814638472861,0,5,0,0,0,1.875,0.216216216216216,0.141342756183746,0.423264253652946,20260925T013701Z
2026,1,REG,2026_01_CLE_JAX,00-0033319,JAX,CLE,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_GB_MIN,00-0033336,MIN,GB,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_DAL_NYG,00-0033376,NYG,DAL,0,1,0,0,0,0,-4,0.0,0,-0.495520856464282,0,0,0,0,0,0.0,0.0344827586206897,-0.0163265306122449,0.0402955665024631,20260925T013701Z
2026,1,REG,2026_01_MIA_LV,00-0033381,LV,MIA,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0033523,CIN,TB,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0033526,CIN,TB,3,3,30,0,0,0,3,27.0,2,3.11588981241221,0,1,0,0,0,10.0,0.0882352941176471,0.0132743362831858,0.141644976574701,20260925T013701Z
2026,1,REG,2026_01_CLE_JAX,00-0033537,CLE,JAX,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0033546,LAC,ARI,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_WAS_PHI,00-0033551,WAS,PHI,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0033555,NE,SEA,4,5,51,0,0,0,62,5.0,1,2.78798099863343,0,3,1,0,0,0.82258064516129,0.161290322580645,0.280542986425339,0.438315574368705,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0033576,SEA,NE,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_ATL_PIT,00-0033662,ATL,PIT,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0033676,ARI,LAC,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_ATL_PIT,00-0033729,PIT,ATL,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_WAS_PHI,00-0033787,PHI,WAS,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_GB_MIN,00-0033858,GB,MIN,2,3,50,0,0,0,24,30.0,2,3.96298011025647,0,1,1,1,1,2.08333333333333,0.075,0.0511727078891258,0.148320895522388,20260925T013701Z
2026,1,REG,2026_01_NO_DET,00-0033860,NO,DET,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_DEN_KC,00-0033873,KC,DEN,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_DAL_NYG,00-0033877,DAL,NYG,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_DEN_KC,00-0033881,DEN,KC,4,5,43,1,0,0,18,15.0,3,4.05413447407773,0,1,1,0,0,2.38888888888889,0.185185185185185,0.195652173913043,0.414734299516908,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0033885,LAC,ARI,5,5,58,0,0,0,28,30.0,3,-0.324215846543666,0,4,0,0,0,2.07142857142857,0.185185185185185,0.102564102564103,0.34957264957265,20260925T013701Z
2026,1,REG,2026_01_ATL_PIT,00-0033886,PIT,ATL,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0033890,ARI,LAC,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0033908,SEA,NE,2,3,35,0,0,0,49,5.0,2,1.72321773739532,0,2,1,1,0,0.714285714285714,0.125,0.318181818181818,0.410227272727273,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0033914,TB,CIN,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0033921,TB,CIN,4,4,40,0,0,0,3,37.0,2,2.8691691273707,0,1,1,1,0,13.3333333333333,0.148148148148148,0.020979020979021,0.236907536907537,20260925T013701Z
2026,1,REG,2026_01_CLE_JAX,00-0033928,JAX,CLE,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0033935,BAL,IND,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_ATL_PIT,00-0033941,PIT,ATL,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_ATL_PIT,00-0033945,ATL,PIT,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0033952,IND,BAL,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0033964,TB,CIN,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_BUF_HOU,00-0034091,HOU,BUF,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_GB_MIN,00-0034158,MIN,GB,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0034160,SEA,NE,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_NO_DET,00-0034161,NO,DET,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0034162,LAC,ARI,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_NYJ_TEN,00-0034163,TEN,NYJ,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0034173,SF,LA,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_DAL_NYG,00-0034248,NYG,DAL,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_MIA_LV,00-0034275,LV,MIA,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_BUF_HOU,00-0034278,HOU,BUF,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_MIA_LV,00-0034285,MIA,LV,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_WAS_PHI,00-0034302,WAS,PHI,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_CHI_CAR,00-0034320,CHI,CAR,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_WAS_PHI,00-0034333,WAS,PHI,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_DEN_KC,00-0034348,DEN,KC,2,5,11,0,0,0,40,4.0,0,-4.80634321924299,0,0,0,0,0,0.275,0.185185185185185,0.434782608695652,0.582125603864734,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0034350,SEA,NE,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_WAS_PHI,00-0034351,PHI,WAS,4,5,77,2,0,0,52,32.0,3,8.29784154849754,0,3,2,1,1,1.48076923076923,0.227272727272727,0.231111111111111,0.502686868686869,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0034356,LAC,ARI,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_NO_DET,00-0034361,NO,DET,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_MIA_LV,00-0034376,LV,MIA,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_NO_DET,00-0034377,DET,NO,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0034381,ARI,LAC,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_BUF_HOU,00-0034383,HOU,BUF,4,8,35,0,0,0,26,27.0,1,-2.52330097794766,0,1,1,0,0,1.34615384615385,0.216216216216216,0.0807453416149068,0.380846063454759,20260925T013701Z
2026,1,REG,2026_01_NO_DET,00-0034384,DET,NO,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0034391,SF,LA,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_WAS_PHI,00-0034397,WAS,PHI,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_CLE_JAX,00-0034413,JAX,CLE,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_DAL_NYG,00-0034419,NYG,DAL,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_WAS_PHI,00-0034429,PHI,WAS,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_GB_MIN,00-0034431,GB,MIN,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_CLE_JAX,00-0034437,JAX,CLE,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0034446,CIN,TB,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_WAS_PHI,00-0034465,WAS,PHI,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_CLE_JAX,00-0034473,JAX,CLE,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0034485,IND,BAL,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0034573,IND,BAL,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,0.0,0.0,0.0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0034613,CIN,TB,1,1,4,0,0,0,4,0.0,0,-0.059483043034561,0,0,0,0,0,1.0,0.0294117647058824,0.0176991150442478,0.056507027589797,20260925T013701Z
