season,team,player_id,player_name,position,games,spine_metric,spine_opps,team_spine_opps,share_overall,spine_opps_stress,team_spine_opps_stress,share_stress,spine_opps_calm,team_spine_opps_calm,share_calm,confidence_delta,depth_pos,depth_rank,depth_as_of_week,opp_i20,opp_i10,opp_i5,opp_g2g,td_i20,td_i5,team_opp_i20,pct_i20_intra,pct_i20_shrunk,pct_i10_shrunk,pct_i5_shrunk,pct_g2g_shrunk,touches,scrimmage_yards,yards_per_touch,scrimmage_yards_share_intra,scrimmage_tds,usage_rank_on_team,usage_rank_in_pos_group
2026,CLE,00-0038710,B.Whiteheart,TE,2,targets,3,52,0.0577,1,15,0.0667,2,37,0.0541,0.0126,TE,2,18,1,0,0,0,1,0,10,0.1,0.0714,0.0,0.0,0.0,2,31,15.5,0.054,1,8,2
2026,DAL,00-0033077,D.Prescott,QB,1,rush_attempts_qb,1,18,0.0556,1,8,0.125,0,10,0.0,0.125,QB,1,18,1,0,0,0,0,0,19,0.0526,0.0435,0.0,0.0,0.0,6,40,6.67,0.0679,0,12,1
2026,KC,00-0030506,T.Kelce,TE,2,targets,16,68,0.2353,6,32,0.1875,10,36,0.2778,-0.0903,TE,1,18,1,0,0,0,1,0,25,0.04,0.0345,0.0,0.0,0.0,12,172,14.33,0.1834,1,2,1
2026,KC,00-0036637,N.Gray,TE,2,targets,2,68,0.0294,0,32,0.0,2,36,0.0556,-0.0556,TE,2,18,,,,,,,,,,,,,1,5,5.0,0.0124,0,8,2
2026,KC,00-0040081,J.Briningstool,TE,1,targets,1,25,0.04,0,12,0.0,1,13,0.0769,-0.0769,TE,3,18,,,,,,,,,,,,,1,9,9.0,0.0223,0,11,3
2026,LAC,00-0040666,O.Hampton,RB,2,rush_attempts,35,47,0.7447,10,15,0.6667,25,32,0.7813,-0.1146,RB,1,18,4,2,1,1,2,1,14,0.2857,0.2222,0.1538,0.1667,0.1,37,158,4.27,0.2594,2,1,1
2026,LAC,00-0038454,K.Mitchell,RB,2,rush_attempts,9,47,0.1915,3,15,0.2,6,32,0.1875,0.0125,RB,2,18,2,1,0,1,0,0,14,0.1429,0.1111,0.0769,0.0,0.1,10,48,4.8,0.0788,0,5,2
2026,NE,00-0039851,D.Maye,QB,2,rush_attempts_qb,3,51,0.0588,1,13,0.0769,2,38,0.0526,0.0243,QB,1,18,,,,,,,,,,,,,11,64,5.82,0.1014,0,9,1
2026,SF,00-0029892,K.Juszczyk,FB,1,rush_attempts,0,24,0.0,0,8,0.0,0,16,0.0,0.0,FB,1,18,1,1,0,0,1,0,22,0.0455,0.0385,0.0588,0.0,0.0,2,27,13.5,0.0707,1,12,1
2026,ARI,00-0033119,J.Brissett,QB,1,rush_attempts_qb,5,33,0.1515,3,10,0.3,2,23,0.087,0.213,QB,1,18,1,1,0,1,0,0,18,0.0556,0.0455,0.0769,0.0,0.0833,7,21,3.0,0.0376,0,6,1
2026,DEN,00-0039732,B.Nix,QB,2,rush_attempts_qb,7,42,0.1667,4,17,0.2353,3,25,0.12,0.1153,QB,1,18,4,0,0,1,0,0,17,0.2353,0.1905,0.0,0.0,0.0667,8,8,1.0,0.0137,0,5,1
2026,JAX,00-0040719,B.Tuten,RB,2,rush_attempts,28,56,0.5,4,17,0.2353,24,39,0.6154,-0.3801,RB,1,18,3,2,2,2,1,1,9,0.3333,0.2308,0.1818,0.2222,0.1818,31,150,4.84,0.229,1,1,1
2026,JAX,00-0038611,C.Rodriguez,RB,2,rush_attempts,12,56,0.2143,6,17,0.3529,6,39,0.1538,0.1991,RB,2,18,2,2,1,2,0,0,9,0.2222,0.1538,0.1818,0.1111,0.1818,12,36,3.0,0.055,0,3,2
2026,JAX,00-0032104,A.Abdullah,RB,2,rush_attempts,7,56,0.125,3,17,0.1765,4,39,0.1026,0.0739,RB,4,18,,,,,,,,,,,,,9,45,5.0,0.0687,0,5,3
2026,JAX,00-0040238,L.Allen,RB,1,rush_attempts,0,24,0.0,0,7,0.0,0,17,0.0,0.0,RB,3,18,1,1,1,1,0,0,9,0.1111,0.0769,0.0909,0.1111,0.0909,,,,,,13,4
2026,NE,00-0040568,L.Larison,RB,1,rush_attempts,0,25,0.0,0,5,0.0,0,20,0.0,0.0,,,,,,,,,,,,,,,,2,9,4.5,0.0314,0,14,1
2026,NO,00-0037239,C.Olave,WR,2,targets,23,85,0.2706,11,40,0.275,12,45,0.2667,0.0083,WR,1,18,1,0,0,0,0,0,22,0.0455,0.0385,0.0,0.0,0.0,18,268,14.89,0.3276,1,1,1
2026,NO,00-0039424,D.Vele,WR,2,targets,16,85,0.1882,8,40,0.2,8,45,0.1778,0.0222,WR,2,18,2,2,1,2,1,1,22,0.0909,0.0769,0.125,0.1111,0.1429,12,133,11.08,0.1626,1,3,2
2026,NO,00-0041067,B.Lance,WR,2,targets,6,85,0.0706,3,40,0.075,3,45,0.0667,0.0083,WR,3,18,1,1,1,0,0,0,22,0.0455,0.0385,0.0625,0.1111,0.0,4,50,12.5,0.0611,0,9,3
2026,NO,00-0037231,K.Austin,WR,1,targets,1,32,0.0313,1,15,0.0667,0,17,0.0,0.0667,WR,5,2,,,,,,,,,,,,,1,7,7.0,0.0221,0,11,4
2026,NO,00-0041099,B.Brown,WR,1,targets,0,53,0.0,0,25,0.0,0,28,0.0,0.0,WR,4,18,,,,,,,,,,,,,1,3,3.0,0.006,0,13,5
2026,NYJ,00-0039890,A.Mitchell,WR,2,targets,15,59,0.2542,6,25,0.24,9,34,0.2647,-0.0247,WR,2,18,1,0,0,0,0,0,14,0.0714,0.0556,0.0,0.0,0.0,9,123,13.67,0.1806,0,2,1
2026,NYJ,00-0037740,G.Wilson,WR,2,targets,14,59,0.2373,9,25,0.36,5,34,0.1471,0.2129,WR,1,18,1,1,1,1,1,1,14,0.0714,0.0556,0.1111,0.1111,0.125,11,136,12.36,0.1997,1,4,2
2026,NYJ,00-0039451,I.Williams,WR,2,targets,7,59,0.1186,3,25,0.12,4,34,0.1176,0.0024,WR,3,18,1,0,0,0,0,0,14,0.0714,0.0556,0.0,0.0,0.0,8,55,6.88,0.0808,0,5,3
2026,NYJ,00-0041511,O.Cooper,WR,1,targets,1,23,0.0435,1,7,0.1429,0,16,0.0,0.1429,WR,6,18,,,,,,,,,,,,,1,30,30.0,0.0817,0,10,4
2026,NYJ,00-0040582,A.Smith,WR,1,targets,1,23,0.0435,0,7,0.0,1,16,0.0625,-0.0625,WR,7,18,,,,,,,,,,,,,,,,,,11,5
2026,PIT,00-0023459,A.Rodgers,QB,1,rush_attempts_qb,3,21,0.1429,3,10,0.3,0,11,0.0,0.3,QB,1,18,,,,,,,,,,,,,4,2,0.5,0.0036,0,8,1
2026,SEA,00-0039793,A.Barner,TE,2,targets,3,50,0.06,0,21,0.0,3,29,0.1034,-0.1034,TE,1,18,1,1,1,1,1,1,27,0.037,0.0323,0.0588,0.0833,0.0667,4,22,5.5,0.0317,1,7,1
2026,SEA,00-0033576,E.Saubert,TE,1,targets,1,26,0.0385,1,12,0.0833,0,14,0.0,0.0833,TE,2,18,1,0,0,0,0,0,27,0.037,0.0323,0.0,0.0,0.0,1,-10,-10.0,-0.0252,0,8,2
2026,SEA,00-0040739,E.Arroyo,TE,1,targets,1,26,0.0385,0,12,0.0,1,14,0.0714,-0.0714,TE,3,18,,,,,,,,,,,,,1,17,17.0,0.0428,0,10,3
2026,ATL,00-0038542,Bi.Robinson,RB,2,rush_attempts,37,59,0.6271,6,9,0.6667,31,50,0.62,0.0467,RB,1,18,,,,,,,,,,,,,48,254,5.29,0.4496,1,1,1
2026,ATL,00-0037746,Br.Robinson,RB,2,rush_attempts,20,59,0.339,2,9,0.2222,18,50,0.36,-0.1378,RB,2,18,,,,,,,,,,,,,22,98,4.45,0.1735,0,2,2
2026,CAR,00-0036555,C.Hubbard,RB,2,rush_attempts,22,40,0.55,9,14,0.6429,13,26,0.5,0.1429,RB,1,18,8,7,3,5,3,3,30,0.2667,0.2353,0.3182,0.2727,0.25,27,151,5.59,0.1795,3,1,1
2026,CAR,00-0039344,J.Brooks,RB,2,rush_attempts,9,40,0.225,4,14,0.2857,5,26,0.1923,0.0934,RB,4,18,4,1,0,1,0,0,30,0.1333,0.1176,0.0455,0.0,0.05,11,73,6.64,0.0868,0,4,2
2026,CAR,00-0036265,A.Dillon,RB,2,rush_attempts,8,40,0.2,1,14,0.0714,7,26,0.2692,-0.1978,RB,2,18,,,,,,,,,,,,,8,25,3.13,0.0297,0,5,3
2026,LA,00-0037840,K.Williams,RB,2,rush_attempts,23,55,0.4182,8,19,0.4211,15,36,0.4167,0.0044,RB,1,18,7,5,2,4,2,1,16,0.4375,0.35,0.3571,0.2222,0.3333,28,162,5.79,0.2077,2,1,1
2026,LA,00-0039738,B.Corum,RB,2,rush_attempts,22,55,0.4,4,19,0.2105,18,36,0.5,-0.2895,RB,2,18,,,,,,,,,,,,,23,146,6.35,0.1872,0,2,2
2026,LA,00-0037557,R.Rivers,RB,1,rush_attempts,5,28,0.1786,4,12,0.3333,1,16,0.0625,0.2708,RB,3,18,2,0,0,0,0,0,16,0.125,0.1,0.0,0.0,0.0,6,24,4.0,0.0828,0,6,3
2026,LV,00-0040122,A.Jeanty,RB,2,rush_attempts,44,64,0.6875,14,23,0.6087,30,41,0.7317,-0.123,RB,1,18,13,4,4,5,2,0,22,0.5909,0.5,0.4,0.5,0.4545,54,210,3.89,0.35,2,1,1
2026,LV,00-0040878,M.Washington,RB,2,rush_attempts,10,64,0.1563,4,23,0.1739,6,41,0.1463,0.0276,RB,2,18,2,1,0,1,0,0,22,0.0909,0.0769,0.1,0.0,0.0909,10,48,4.8,0.08,0,4,2
2026,NO,00-0036040,J.Johnson,TE,2,targets,11,85,0.1294,11,40,0.275,0,45,0.0,0.275,TE,1,18,4,3,0,3,1,0,22,0.1818,0.1538,0.1875,0.0,0.2143,7,120,17.14,0.1467,1,4,1
2026,NO,00-0035644,N.Fant,TE,1,targets,8,53,0.1509,3,25,0.12,5,28,0.1786,-0.0586,TE,2,18,1,1,0,1,1,0,22,0.0455,0.0385,0.0625,0.0,0.0714,4,33,8.25,0.0659,1,8,2
2026,NO,00-0041041,O.Delp,TE,1,targets,1,32,0.0313,0,15,0.0,1,17,0.0588,-0.0588,TE,3,18,,,,,,,,,,,,,1,8,8.0,0.0252,0,12,3
2026,NYG,00-0040691,J.Dart,QB,1,rush_attempts_qb,9,35,0.2571,6,18,0.3333,3,17,0.1765,0.1569,QB,2,18,1,0,0,0,0,0,17,0.0588,0.0476,0.0,0.0,0.0,11,54,4.91,0.1367,0,5,1
2026,NYG,00-0031503,J.Winston,QB,1,rush_attempts_qb,2,21,0.0952,2,6,0.3333,0,15,0.0,0.3333,QB,1,18,,,,,,,,,,,,,2,1,0.5,0.0055,0,11,2
2026,NYJ,00-0041032,K.Sadiq,TE,2,targets,6,59,0.1017,2,25,0.08,4,34,0.1176,-0.0376,TE,1,18,1,1,1,1,1,1,14,0.0714,0.0556,0.1111,0.1111,0.125,6,41,6.83,0.0602,1,6,1
2026,NYJ,00-0037805,J.Ruckert,TE,2,targets,3,59,0.0508,1,25,0.04,2,34,0.0588,-0.0188,TE,3,18,1,0,0,0,0,0,14,0.0714,0.0556,0.0,0.0,0.0,3,9,3.0,0.0132,0,8,2
2026,NYJ,00-0040736,M.Taylor,TE,1,targets,3,23,0.1304,0,7,0.0,3,16,0.1875,-0.1875,TE,2,18,,,,,,,,,,,,,2,-2,-1.0,-0.0054,0,9,3
2026,SEA,00-0038543,J.Smith-Njigba,WR,2,targets,22,50,0.44,12,21,0.5714,10,29,0.3448,0.2266,WR,1,18,6,3,0,1,2,0,27,0.2222,0.1935,0.1765,0.0,0.0667,17,277,16.29,0.3991,4,3,1
2026,SEA,00-0037545,R.Shaheed,WR,2,targets,9,50,0.18,4,21,0.1905,5,29,0.1724,0.0181,WR,2,18,1,0,0,0,0,0,27,0.037,0.0323,0.0,0.0,0.0,5,43,8.6,0.062,0,5,2
2026,SEA,00-0033908,C.Kupp,WR,2,targets,5,50,0.1,2,21,0.0952,3,29,0.1034,-0.0082,WR,3,18,,,,,,,,,,,,,4,55,13.75,0.0793,0,6,3
2026,DAL,00-0036997,J.Williams,RB,2,rush_attempts,24,34,0.7059,10,15,0.6667,14,19,0.7368,-0.0702,RB,1,18,9,4,4,4,2,1,19,0.4737,0.3913,0.3077,0.3636,0.3333,32,122,3.81,0.2071,2,1,1
2026,DAL,00-0038705,E.Demercado,RB,2,rush_attempts,5,34,0.1471,1,15,0.0667,4,19,0.2105,-0.1439,RB,2,18,1,0,0,0,0,0,19,0.0526,0.0435,0.0,0.0,0.0,5,15,3.0,0.0255,0,6,2
2026,DET,00-0039065,S.LaPorta,TE,2,targets,15,77,0.1948,7,31,0.2258,8,46,0.1739,0.0519,TE,1,18,4,3,2,2,1,1,27,0.1481,0.129,0.1875,0.1538,0.1667,11,100,9.09,0.1309,1,3,1
2026,DET,00-0036754,B.Wright,TE,1,targets,1,39,0.0256,0,16,0.0,1,23,0.0435,-0.0435,TE,2,18,,,,,,,,,,,,,1,5,5.0,0.0135,0,8,2
2026,GB,00-0038996,T.Kraft,TE,2,targets,9,69,0.1304,0,28,0.0,9,41,0.2195,-0.2195,TE,1,18,,,,,,,,,,,,,5,80,16.0,0.121,0,5,1
2026,GB,00-0033858,J.Smith,TE,1,targets,3,40,0.075,1,15,0.0667,2,25,0.08,-0.0133,TE,2,18,,,,,,,,,,,,,2,50,25.0,0.1104,0,9,2
2026,HOU,00-0034383,D.Schultz,TE,2,targets,22,87,0.2529,9,37,0.2432,13,50,0.26,-0.0168,TE,1,18,,,,,,,,,,,,,16,175,10.94,0.2158,0,2,1
2026,HOU,00-0034981,F.Moreau,TE,2,targets,4,87,0.046,0,37,0.0,4,50,0.08,-0.08,TE,2,18,,,,,,,,,,,,,4,49,12.25,0.0604,0,9,2
2026,HOU,00-0041472,M.Klein,TE,1,targets,1,37,0.027,0,18,0.0,1,19,0.0526,-0.0526,TE,3,18,,,,,,,,,,,,,1,16,16.0,0.0402,0,12,3
2026,HOU,00-0039359,C.Stover,TE,1,targets,1,37,0.027,0,18,0.0,1,19,0.0526,-0.0526,TE,4,18,,,,,,,,,,,,,1,-2,-2.0,-0.005,0,10,4
2026,IND,00-0038997,J.Downs,WR,2,targets,13,59,0.2203,6,22,0.2727,7,37,0.1892,0.0835,WR,1,18,2,0,0,0,0,0,18,0.1111,0.0909,0.0,0.0,0.0,9,109,12.11,0.1826,0,2,1
2026,IND,00-0030279,K.Allen,WR,2,targets,11,59,0.1864,5,22,0.2273,6,37,0.1622,0.0651,WR,2,18,1,1,0,1,0,0,18,0.0556,0.0455,0.0769,0.0,0.0833,7,37,5.29,0.062,0,4,2
2026,IND,00-0037664,A.Pierce,WR,2,targets,7,59,0.1186,3,22,0.1364,4,37,0.1081,0.0283,WR,7,18,1,0,0,0,0,0,18,0.0556,0.0455,0.0,0.0,0.0,5,72,14.4,0.1206,0,5,3
2026,IND,00-0032951,L.Treadwell,WR,2,targets,4,59,0.0678,0,22,0.0,4,37,0.1081,-0.1081,WR,4,18,,,,,,,,,,,,,3,61,20.33,0.1854,0,6,4
2026,IND,00-0035021,A.Dulin,WR,1,targets,1,29,0.0345,0,10,0.0,1,19,0.0526,-0.0526,WR,5,18,,,,,,,,,,,,,,,,,,10,5
2026,IND,00-0041132,D.Burks,WR,1,targets,0,30,0.0,0,12,0.0,0,18,0.0,0.0,WR,6,18,,,,,,,,,,,,,2,14,7.0,0.0426,0,11,6
2026,LAC,00-0036355,J.Herbert,QB,1,rush_attempts_qb,2,31,0.0645,2,9,0.2222,0,22,0.0,0.2222,QB,1,18,4,3,1,2,0,0,14,0.2857,0.2222,0.2308,0.1667,0.2,8,31,3.88,0.0509,0,11,1
2026,NE,00-0036875,R.Stevenson,RB,2,rush_attempts,24,51,0.4706,6,13,0.4615,18,38,0.4737,-0.0121,RB,1,18,,,,,,,,,,,,,30,141,4.7,0.2235,0,1,1
2026,NE,00-0040734,T.Henderson,RB,1,rush_attempts,16,26,0.6154,5,8,0.625,11,18,0.6111,0.0139,RB,2,18,,,,,,,,,,,,,16,76,4.75,0.2209,1,2,2
2026,NE,00-0040556,C.Kiner,RB,2,rush_attempts,8,51,0.1569,1,13,0.0769,7,38,0.1842,-0.1073,RB,3,18,,,,,,,,,,,,,8,11,1.38,0.0174,0,4,3
2026,SEA,00-0038488,B.Russell,RB,1,rush_attempts,0,21,0.0,0,7,0.0,0,14,0.0,0.0,FB,1,18,,,,,,,,,,,,,2,20,10.0,0.0673,0,11,1
2026,TB,00-0038129,C.Otton,TE,2,targets,11,60,0.1833,4,27,0.1481,7,33,0.2121,-0.064,TE,1,18,2,0,0,0,0,0,20,0.1,0.0833,0.0,0.0,0.0,8,64,8.0,0.1026,0,2,1
2026,WAS,00-0036628,J.Bates,TE,1,targets,4,30,0.1333,2,16,0.125,2,14,0.1429,-0.0179,TE,3,18,2,2,1,0,0,0,24,0.0833,0.0714,0.1176,0.0833,0.0,2,13,6.5,0.0439,0,8,1
2026,WAS,00-0037809,C.Okonkwo,TE,1,targets,3,30,0.1,0,16,0.0,3,14,0.2143,-0.2143,TE,1,18,,,,,,,,,,,,,2,16,8.0,0.0541,0,9,2
2026,WAS,00-0039912,B.Sinnott,TE,1,targets,1,34,0.0294,0,15,0.0,1,19,0.0526,-0.0526,TE,2,18,,,,,,,,,,,,,1,6,6.0,0.0154,0,11,3
2026,WAS,00-0039686,C.Yankoff,TE,1,targets,1,34,0.0294,0,15,0.0,1,19,0.0526,-0.0526,TE,4,18,,,,,,,,,,,,,1,14,14.0,0.036,0,12,4
2026,ARI,00-0037263,T.Allgeier,RB,2,rush_attempts,22,49,0.449,6,15,0.4,16,34,0.4706,-0.0706,RB,2,18,4,1,1,1,0,0,18,0.2222,0.1818,0.0769,0.125,0.0833,26,89,3.42,0.1595,0,2,1
2026,ARI,00-0041027,J.Love,RB,2,rush_attempts,20,49,0.4082,6,15,0.4,14,34,0.4118,-0.0118,RB,1,18,6,3,1,3,1,1,18,0.3333,0.2727,0.2308,0.125,0.25,25,95,3.8,0.1703,1,3,2
2026,ARI,00-0037157,Z.Knight,RB,1,rush_attempts,2,16,0.125,0,5,0.0,2,11,0.1818,-0.1818,RB,3,18,,,,,,,,,,,,,2,24,12.0,0.1455,0,8,3
2026,CIN,00-0034829,M.Gesicki,TE,1,targets,7,34,0.2059,3,14,0.2143,4,20,0.2,0.0143,TE,1,18,2,2,2,1,1,1,18,0.1111,0.0909,0.2,0.2,0.125,5,78,15.6,0.2167,1,5,1
2026,CIN,00-0035631,D.Sample,TE,1,targets,3,34,0.0882,1,14,0.0714,2,20,0.1,-0.0286,TE,2,18,1,0,0,0,0,0,18,0.0556,0.0455,0.0,0.0,0.0,3,19,6.33,0.0528,0,9,2
2026,CIN,00-0039814,E.All,TE,1,targets,3,31,0.0968,0,11,0.0,3,20,0.15,-0.15,TE,3,18,,,,,,,,,,,,,2,5,2.5,0.0171,0,8,3
2026,CIN,00-0034613,T.Hudson,TE,1,targets,1,34,0.0294,0,14,0.0,1,20,0.05,-0.05,TE,5,1,,,,,,,,,,,,,1,4,4.0,0.0111,0,12,4
2026,DEN,00-0036158,J.Dobbins,RB,2,rush_attempts,18,42,0.4286,3,17,0.1765,15,25,0.6,-0.4235,RB,1,18,3,3,3,3,0,0,17,0.1765,0.1429,0.2308,0.375,0.2,18,72,4.0,0.1233,0,1,1
2026,DEN,00-0041496,J.Coleman,RB,1,rush_attempts,10,28,0.3571,9,16,0.5625,1,12,0.0833,0.4792,RB,3,18,3,2,1,2,1,1,17,0.1765,0.1429,0.1538,0.125,0.1333,13,58,4.46,0.148,1,3,2
2026,DEN,00-0040730,R.Harvey,RB,1,rush_attempts,3,14,0.2143,1,1,1.0,2,13,0.1538,0.8462,RB,2,18,,,,,,,,,,,,,7,41,5.86,0.2135,0,10,3
2026,DEN,00-0037085,T.Badie,RB,1,rush_attempts,1,28,0.0357,0,16,0.0,1,12,0.0833,-0.0833,RB,4,18,1,1,0,1,0,0,17,0.0588,0.0476,0.0769,0.0,0.0667,3,29,9.67,0.074,0,12,4
2026,JAX,00-0036971,T.Lawrence,QB,2,rush_attempts_qb,4,56,0.0714,2,17,0.1176,2,39,0.0513,0.0664,QB,1,18,,,,,,,,,,,,,4,9,2.25,0.0137,0,7,1
2026,JAX,00-0033319,N.Mullens,QB,1,rush_attempts_qb,3,32,0.0938,1,10,0.1,2,22,0.0909,0.0091,QB,2,2,,,,,,,,,,,,,3,-3,-1.0,-0.0081,0,9,2
2026,MIN,00-0035229,T.Hockenson,TE,2,targets,9,43,0.2093,7,24,0.2917,2,19,0.1053,0.1864,TE,1,18,2,0,0,0,1,0,15,0.1333,0.1053,0.0,0.0,0.0,7,65,9.29,0.125,1,4,1
2026,MIN,00-0035249,J.Oliver,TE,2,targets,5,43,0.1163,0,24,0.0,5,19,0.2632,-0.2632,TE,2,18,,,,,,,,,,,,,3,46,15.33,0.0885,0,7,2
2026,PIT,00-0037228,J.Warren,RB,2,rush_attempts,21,42,0.5,5,14,0.3571,16,28,0.5714,-0.2143,RB,1,18,2,1,0,0,0,0,6,0.3333,0.2,0.1667,0.0,0.0,28,150,5.36,0.2693,0,1,1
2026,PIT,00-0036139,R.Dowdle,RB,2,rush_attempts,15,42,0.3571,5,14,0.3571,10,28,0.3571,0.0,RB,2,18,1,0,0,0,0,0,6,0.1667,0.1,0.0,0.0,0.0,19,65,3.42,0.1167,0,3,2
2026,PIT,00-0035594,T.Homer,RB,1,rush_attempts,2,21,0.0952,0,4,0.0,2,17,0.1176,-0.1176,RB,4,2,,,,,,,,,,,,,2,16,8.0,0.0576,0,10,3
2026,SF,00-0033288,G.Kittle,TE,2,targets,9,55,0.1636,3,24,0.125,6,31,0.1935,-0.0685,TE,1,18,3,2,0,1,1,0,22,0.1364,0.1154,0.1176,0.0,0.0667,6,92,15.33,0.1209,1,5,1
2026,SF,00-0036887,L.Farrell,TE,1,targets,2,34,0.0588,0,16,0.0,2,18,0.1111,-0.1111,TE,2,18,,,,,,,,,,,,,2,19,9.5,0.0501,0,9,2
2026,TEN,00-0041438,C.Tate,WR,2,targets,11,45,0.2444,7,21,0.3333,4,24,0.1667,0.1667,WR,1,18,,,,,,,,,,,,,7,65,9.29,0.1267,0,2,1
2026,TEN,00-0038117,W.Robinson,WR,2,targets,7,45,0.1556,2,21,0.0952,5,24,0.2083,-0.1131,WR,2,18,,,,,,,,,,,,,6,47,7.83,0.0916,0,5,2
2026,TEN,00-0040170,E.Ayomanor,WR,2,targets,6,45,0.1333,6,21,0.2857,0,24,0.0,0.2857,WR,4,18,3,1,1,1,1,0,16,0.1875,0.15,0.0833,0.1111,0.0769,3,80,26.67,0.1559,1,6,3
2026,TEN,00-0034837,C.Ridley,WR,1,targets,2,17,0.1176,0,10,0.0,2,7,0.2857,-0.2857,WR,3,18,,,,,,,,,,,,,2,35,17.5,0.1148,0,10,4
2026,TEN,00-0040705,C.Dike,WR,1,targets,1,28,0.0357,0,11,0.0,1,17,0.0588,-0.0588,WR,5,18,,,,,,,,,,,,,1,7,7.0,0.0337,0,11,5
2026,CAR,00-0038102,K.Pickett,QB,1,rush_attempts_qb,1,21,0.0476,0,10,0.0,1,11,0.0909,-0.0909,QB,2,18,,,,,,,,,,,,,2,20,10.0,0.0238,0,10,1
2026,CIN,00-0036410,T.Higgins,WR,2,targets,16,65,0.2462,7,25,0.28,9,40,0.225,0.055,WR,2,18,,,,,,,,,,,,,8,154,19.25,0.2362,0,2,1
2026,CIN,00-0036900,J.Chase,WR,2,targets,13,65,0.2,4,25,0.16,9,40,0.225,-0.065,WR,1,18,2,0,0,0,1,0,18,0.1111,0.0909,0.0,0.0,0.0,9,87,9.67,0.1334,2,3,2
2026,CIN,00-0038619,A.Iosivas,WR,2,targets,4,65,0.0615,3,25,0.12,1,40,0.025,0.095,WR,6,18,1,1,1,1,0,0,18,0.0556,0.0455,0.1,0.1,0.125,3,19,6.33,0.0291,0,7,3
2026,CIN,00-0040785,D.Meyers,WR,2,targets,2,65,0.0308,1,25,0.04,1,40,0.025,0.015,WR,4,18,,,,,,,,,,,,,2,28,14.0,0.0778,0,10,4
2026,CIN,00-0041069,C.Young,WR,1,targets,1,31,0.0323,0,11,0.0,1,20,0.05,-0.05,WR,3,18,,,,,,,,,,,,,1,7,7.0,0.024,0,11,5
2026,LA,00-0026498,M.Stafford,QB,2,rush_attempts_qb,5,55,0.0909,3,19,0.1579,2,36,0.0556,0.1023,QB,1,18,2,1,1,1,0,0,16,0.125,0.1,0.0714,0.1111,0.0833,6,-2,-0.33,-0.0026,0,7,1
2026,LV,00-0029604,K.Cousins,QB,2,rush_attempts_qb,7,64,0.1094,3,23,0.1304,4,41,0.0976,0.0329,QB,1,18,,,,,,,,,,,,,9,-5,-0.56,-0.0083,0,6,1
2026,MIN,00-0036322,J.Jefferson,WR,2,targets,16,43,0.3721,10,24,0.4167,6,19,0.3158,0.1009,WR,1,18,4,2,1,0,1,0,15,0.2667,0.2105,0.2222,0.1429,0.0,11,147,13.36,0.2827,2,2,1
2026,MIN,00-0038994,J.Addison,WR,2,targets,7,43,0.1628,4,24,0.1667,3,19,0.1579,0.0088,WR,2,18,1,0,0,0,0,0,15,0.0667,0.0526,0.0,0.0,0.0,2,21,10.5,0.0802,0,5,2
2026,MIN,00-0036259,J.Jennings,WR,1,targets,1,24,0.0417,0,13,0.0,1,11,0.0909,-0.0909,WR,3,18,,,,,,,,,,,,,,,,,,9,3
2026,MIN,00-0040506,M.Price,WR,1,targets,1,19,0.0526,0,11,0.0,1,8,0.125,-0.125,WR,5,18,,,,,,,,,,,,,,,,,,10,4
2026,NYG,00-0040715,C.Skattebo,RB,2,rush_attempts,30,56,0.5357,13,24,0.5417,17,32,0.5313,0.0104,RB,1,18,5,3,2,2,1,1,17,0.2941,0.2381,0.2727,0.25,0.2857,34,136,4.0,0.2353,1,1,1
2026,NYG,00-0035250,D.Singletary,RB,2,rush_attempts,9,56,0.1607,1,24,0.0417,8,32,0.25,-0.2083,RB,2,18,3,1,0,0,1,0,17,0.1765,0.1429,0.0909,0.0,0.0,13,47,3.62,0.0813,1,6,2
2026,NYG,00-0036893,N.Harris,RB,1,rush_attempts,4,21,0.1905,2,6,0.3333,2,15,0.1333,0.2,RB,3,18,2,2,1,0,0,0,17,0.1176,0.0952,0.1818,0.125,0.0,4,6,1.5,0.0328,0,9,3
2026,NYG,00-0039384,T.Tracy,RB,1,rush_attempts,2,35,0.0571,0,18,0.0,2,17,0.1176,-0.1176,RB,4,18,,,,,,,,,,,,,2,14,7.0,0.0354,0,10,4
2026,SF,00-0035719,D.Samuel,WR,2,targets,11,55,0.2,5,24,0.2083,6,31,0.1935,0.0148,WR,2,18,3,2,1,2,1,0,22,0.1364,0.1154,0.1176,0.0833,0.1333,11,95,8.64,0.1248,1,3,1
2026,SF,00-0031408,M.Evans,WR,2,targets,10,55,0.1818,7,24,0.2917,3,31,0.0968,0.1949,WR,1,18,2,1,1,1,1,1,22,0.0909,0.0769,0.0588,0.0833,0.0667,9,103,11.44,0.1353,1,4,2
2026,SF,00-0032775,D.Robinson,WR,2,targets,6,55,0.1091,2,24,0.0833,4,31,0.129,-0.0457,WR,3,18,2,1,1,1,0,0,22,0.0909,0.0769,0.0588,0.0833,0.0667,5,84,16.8,0.1104,1,6,3
2026,SF,00-0034854,K.Hodge,WR,1,targets,1,21,0.0476,0,8,0.0,1,13,0.0769,-0.0769,WR,6,18,,,,,,,,,,,,,1,18,18.0,0.0471,0,11,4
