season,team,player_id,player_name,position,games,spine_metric,spine_opps,team_spine_opps,share_overall,spine_opps_stress,team_spine_opps_stress,share_stress,spine_opps_calm,team_spine_opps_calm,share_calm,confidence_delta,depth_pos,depth_rank,depth_as_of_week,opp_i20,opp_i10,opp_i5,opp_g2g,td_i20,td_i5,team_opp_i20,pct_i20_intra,pct_i20_shrunk,pct_i10_shrunk,pct_i5_shrunk,pct_g2g_shrunk,touches,scrimmage_yards,yards_per_touch,scrimmage_yards_share_intra,scrimmage_tds,usage_rank_on_team,usage_rank_in_pos_group
2026,IND,00-0036223,J.Taylor,RB,2,rush_attempts,43,49,0.8776,17,19,0.8947,26,30,0.8667,0.0281,RB,1,18,10,6,5,5,3,3,18,0.5556,0.4545,0.4615,0.5,0.4167,50,253,5.06,0.4238,4,1,1
2026,IND,00-0041125,S.McGowan,RB,2,rush_attempts,2,49,0.0408,0,19,0.0,2,30,0.0667,-0.0667,RB,2,18,,,,,,,,,,,,,3,0,0.0,0.0,0,7,2
2026,LV,00-0037304,C.Heyward,FB,2,rush_attempts,2,64,0.0313,2,23,0.087,0,41,0.0,0.087,FB,1,18,,,,,,,,,,,,,2,2,1.0,0.0033,0,10,1
2026,MIA,00-0037252,G.Dulcich,TE,2,targets,5,50,0.1,1,16,0.0625,4,34,0.1176,-0.0551,TE,1,18,1,0,0,0,0,0,14,0.0714,0.0556,0.0,0.0,0.0,4,35,8.75,0.059,0,4,1
2026,MIA,00-0041524,W.Kacmarek,TE,2,targets,2,50,0.04,1,16,0.0625,1,34,0.0294,0.0331,TE,2,18,,,,,,,,,,,,,1,4,4.0,0.0134,0,8,2
2026,NE,00-0038621,D.Douglas,WR,2,targets,9,52,0.1731,5,23,0.2174,4,29,0.1379,0.0795,WR,2,18,,,,,,,,,,,,,6,29,4.83,0.046,0,3,1
2026,NE,00-0037816,R.Doubs,WR,2,targets,7,52,0.1346,3,23,0.1304,4,29,0.1379,-0.0075,WR,1,18,,,,,,,,,,,,,3,96,32.0,0.2791,0,6,2
2026,NE,00-0033555,M.Hollins,WR,2,targets,7,52,0.1346,4,23,0.1739,3,29,0.1034,0.0705,WR,3,18,1,0,0,0,0,0,3,0.3333,0.1429,0.0,0.0,0.0,6,69,11.5,0.1094,0,7,3
2026,NE,00-0035676,A.Brown,WR,1,targets,4,31,0.129,3,17,0.1765,1,14,0.0714,0.105,WR,6,18,,,,,,,,,,,,,3,26,8.67,0.0906,0,8,4
2026,NE,00-0040131,K.Williams,WR,1,targets,2,21,0.0952,1,6,0.1667,1,15,0.0667,0.1,WR,4,18,,,,,,,,,,,,,1,10,10.0,0.0291,0,11,5
2026,NE,00-0040563,E.Chism,WR,1,targets,1,21,0.0476,1,6,0.1667,0,15,0.0,0.1667,WR,5,18,,,,,,,,,,,,,1,-2,-2.0,-0.0058,0,12,6
2026,PHI,00-0034351,D.Goedert,TE,2,targets,7,56,0.125,4,30,0.1333,3,26,0.1154,0.0179,TE,1,18,2,0,0,1,1,0,16,0.125,0.1,0.0,0.0,0.1,5,81,16.2,0.1171,2,6,1
2026,PHI,00-0033246,J.Mundt,TE,1,targets,3,34,0.0882,1,19,0.0526,2,15,0.1333,-0.0807,TE,2,18,,,,,,,,,,,,,2,8,4.0,0.0227,0,10,2
