team,season,rank_on_team,player_name,position,spine_metric,depth_pos,depth_rank,depth_surplus,usage_index_score,usage_role,stress_score,redzone_score,share_score,depth_score,return_score,spine_opps,team_spine_opps,share_overall,share_calm,share_stress,confidence_delta,opp_i20,team_opp_i20,yards_per_touch,scrimmage_yards
DAL,2026,9,H.Luepke,RB,rush_attempts,FB,1,0,29.9,INSUFFICIENT SAMPLE,58.3,0.0,16.8,50.0,6.2,2,34,0.0588,0.0,0.1333,0.1333,,,4.0,8
DAL,2026,10,B.Spann-Ford,TE,targets,TE,2,0,29.8,INSUFFICIENT SAMPLE,50.0,0.0,19.1,50.0,25.2,2,30,0.0667,0.1053,0.0,-0.1053,,,7.0,14
DAL,2026,11,J.Mingo,WR,targets,WR,5,0,29.3,INSUFFICIENT SAMPLE,50.0,0.0,9.5,50.0,36.7,1,30,0.0333,0.0526,0.0,-0.0526,,,10.0,10
DAL,2026,12,K.Turpin,WR,targets,WR,4,0,26.5,INSUFFICIENT SAMPLE,50.0,6.8,4.7,50.0,8.7,1,61,0.0164,0.0263,0.0,-0.0263,1,19,4.5,9
DEN,2026,1,J.Coleman,RB,rush_attempts,RB,3,1,75.4,RISING -- OUT-EARNING DEPTH CHART,100.0,44.6,100.0,66.7,30.0,10,28,0.3571,0.0833,0.5625,0.4792,3,17,4.46,58
DEN,2026,2,J.Waddle,WR,targets,WR,1,0,57.8,PRIMARY -- TRUSTED UNDER PRESSURE,80.9,7.4,66.3,50.0,78.5,13,56,0.2321,0.1471,0.3636,0.2166,1,17,15.56,140
DEN,2026,3,J.Dobbins,RB,rush_attempts,RB,1,0,48.9,VOLUME ONLY -- BENCHED WHEN IT TIGHTENS,14.7,67.4,100.0,50.0,25.4,18,42,0.4286,0.6,0.1765,-0.4235,3,17,4.0,72
DEN,2026,4,R.Harvey,RB,rush_attempts,RB,2,-1,48.7,INSUFFICIENT SAMPLE,80.2,0.0,61.2,33.3,42.9,3,14,0.2143,0.1538,1.0,0.8462,,,5.86,41
DEN,2026,5,B.Nix,QB,rush_attempts_qb,QB,1,0,43.2,PRIMARY -- TRUSTED UNDER PRESSURE,61.5,29.8,47.6,50.0,1.7,7,42,0.1667,0.12,0.2353,0.1153,4,17,1.0,8
DEN,2026,6,C.Sutton,WR,targets,WR,2,0,41.6,ROTATIONAL CONTRIBUTOR,53.5,22.1,45.9,50.0,28.4,9,56,0.1607,0.1471,0.1818,0.0348,2,17,7.2,36
DEN,2026,7,T.Franklin,WR,targets,WR,5,1,39.4,INSUFFICIENT SAMPLE,53.8,14.6,15.3,66.7,56.9,3,56,0.0536,0.0294,0.0909,0.0615,1,17,16.0,32
DEN,2026,8,N.Adkins,TE,targets,TE,3,1,38.7,INSUFFICIENT SAMPLE,49.3,14.6,29.5,66.7,40.4,3,29,0.1034,0.1111,0.0909,-0.0202,1,17,9.5,38
DEN,2026,9,P.Bryant,WR,targets,WR,4,1,36.7,RISING -- OUT-EARNING DEPTH CHART,46.5,0.0,35.7,66.7,47.7,7,56,0.125,0.1471,0.0909,-0.0561,,,11.6,58
DEN,2026,10,E.Engram,TE,targets,TE,1,0,35.5,ROTATIONAL CONTRIBUTOR,46.4,7.4,30.6,50.0,49.5,6,56,0.1071,0.1471,0.0455,-0.1016,1,17,12.0,60
DEN,2026,11,T.Badie,RB,rush_attempts,RB,4,0,32.8,INSUFFICIENT SAMPLE,50.0,14.6,10.2,50.0,38.1,1,28,0.0357,0.0833,0.0,-0.0833,1,17,9.67,29
DEN,2026,12,A.Trautman,TE,targets,TE,2,-1,29.7,INSUFFICIENT SAMPLE,50.0,0.0,31.7,33.3,19.8,3,27,0.1111,0.1875,0.0,-0.1875,,,5.0,10
DEN,2026,13,L.Humphrey,WR,targets,WR,6,1,27.0,INSUFFICIENT SAMPLE,50.0,0.0,9.9,66.7,0.0,1,29,0.0345,0.0556,0.0,-0.0556,,,,
DEN,2026,14,A.Prentice,FB,rush_attempts,FB,1,0,23.5,INSUFFICIENT SAMPLE,50.0,0.0,0.0,50.0,4.0,0,28,0.0,0.0,0.0,0.0,,,2.0,2
DET,2026,1,A.St. Brown,WR,targets,WR,1,0,81.7,PRIMARY -- TRUSTED UNDER PRESSURE,100.0,57.4,100.0,50.0,75.3,27,77,0.3506,0.2391,0.5161,0.277,6,27,11.0,209
DET,2026,2,J.Gibbs,RB,rush_attempts,RB,1,0,70.6,ROTATIONAL CONTRIBUTOR,43.6,100.0,100.0,50.0,64.7,45,50,0.9,0.9118,0.875,-0.0368,13,27,5.34,299
DET,2026,3,S.LaPorta,TE,targets,TE,1,0,52.8,ROTATIONAL CONTRIBUTOR,57.0,47.3,55.7,50.0,48.9,15,77,0.1948,0.1739,0.2258,0.0519,4,27,9.09,100
DET,2026,4,J.Williams,WR,targets,WR,2,0,37.9,ROTATIONAL CONTRIBUTOR,40.0,5.0,48.2,50.0,62.8,13,77,0.1688,0.2174,0.0968,-0.1206,1,27,13.0,78
DET,2026,5,I.TeSlaa,WR,targets,WR,3,0,35.1,ROTATIONAL CONTRIBUTOR,48.6,5.0,22.3,50.0,58.3,6,77,0.0779,0.087,0.0645,-0.0224,1,27,13.0,26
DET,2026,6,S.Vaki,RB,rush_attempts,RB,2,0,31.4,INSUFFICIENT SAMPLE,50.1,5.0,17.1,50.0,32.1,3,50,0.06,0.0588,0.0625,0.0037,1,27,7.6,38
DET,2026,7,J.Goff,QB,rush_attempts_qb,QB,1,0,27.0,INSUFFICIENT SAMPLE,51.2,5.0,11.4,50.0,1.5,2,50,0.04,0.0294,0.0625,0.0331,1,27,1.8,9
DET,2026,8,B.Wright,TE,targets,TE,2,0,26.4,INSUFFICIENT SAMPLE,50.0,0.0,7.3,50.0,16.0,1,39,0.0256,0.0435,0.0,-0.0435,,,5.0,5
GB,2026,1,C.Watson,WR,targets,WR,1,0,67.3,PRIMARY -- TRUSTED UNDER PRESSURE,71.5,56.6,78.7,50.0,73.2,19,69,0.2754,0.2195,0.3571,0.1376,3,18,18.8,188
GB,2026,2,C.Brooks,RB,rush_attempts,RB,2,0,64.6,PRIMARY -- TRUSTED UNDER PRESSURE,90.4,42.8,80.6,50.0,19.6,11,39,0.2821,0.2,0.5556,0.3556,4,18,4.58,55
GB,2026,3,M.Golden,WR,targets,WR,3,1,58.5,RISING -- OUT-EARNING DEPTH CHART,65.3,28.5,74.5,66.7,59.5,18,69,0.2609,0.2195,0.3214,0.1019,3,18,15.3,153
GB,2026,4,M.Lloyd,RB,rush_attempts,RB,1,0,52.1,VOLUME ONLY -- BENCHED WHEN IT TIGHTENS,33.3,57.2,100.0,50.0,17.9,19,39,0.4872,0.5333,0.3333,-0.2,5,18,3.0,63
GB,2026,5,K.Johnson,RB,rush_attempts,RB,3,0,46.3,ROTATIONAL CONTRIBUTOR,50.0,0.0,100.0,50.0,27.2,8,18,0.4444,0.6154,0.0,-0.6154,,,4.0,32
GB,2026,6,T.Kraft,TE,targets,TE,1,0,36.1,ROTATIONAL CONTRIBUTOR,50.0,0.0,37.3,50.0,47.1,9,69,0.1304,0.2195,0.0,-0.2195,,,16.0,80
GB,2026,7,J.Smith,TE,targets,TE,2,0,34.8,INSUFFICIENT SAMPLE,49.5,0.0,21.4,50.0,63.8,3,40,0.075,0.08,0.0667,-0.0133,,,25.0,50
GB,2026,8,J.Reed,WR,targets,WR,2,-1,32.3,ROTATIONAL CONTRIBUTOR,48.8,14.3,33.1,33.3,16.5,8,69,0.1159,0.122,0.1071,-0.0148,1,18,6.0,24
GB,2026,9,J.Love,QB,rush_attempts_qb,QB,1,0,30.3,INSUFFICIENT SAMPLE,58.9,7.1,13.6,50.0,0.0,1,21,0.0476,0.0,0.25,0.25,1,18,0.0,0
GB,2026,10,S.Moore,WR,targets,WR,4,0,29.5,INSUFFICIENT SAMPLE,51.4,7.1,16.6,50.0,9.6,4,69,0.058,0.0488,0.0714,0.0226,1,18,3.0,6
GB,2026,11,B.Melton,WR,targets,WR,5,0,27.5,INSUFFICIENT SAMPLE,50.4,0.0,8.3,50.0,22.8,2,69,0.029,0.0244,0.0357,0.0113,,,10.0,10
HOU,2026,1,D.Montgomery,RB,rush_attempts,RB,1,0,70.1,ROTATIONAL CONTRIBUTOR,55.7,100.0,100.0,50.0,26.0,26,46,0.5652,0.5517,0.5882,0.0365,7,15,3.32,103
HOU,2026,2,W.Marks,RB,rush_attempts,RB,2,0,49.9,ROTATIONAL CONTRIBUTOR,46.7,24.7,100.0,50.0,21.6,17,46,0.3696,0.3793,0.3529,-0.0264,3,15,3.26,75
HOU,2026,3,N.Collins,WR,targets,WR,1,-1,46.5,ROTATIONAL CONTRIBUTOR,51.7,16.5,77.2,33.3,49.1,10,37,0.2703,0.2632,0.2778,0.0146,2,15,10.25,82
HOU,2026,4,D.Schultz,TE,targets,TE,1,0,42.8,ROTATIONAL CONTRIBUTOR,47.5,0.0,72.3,50.0,51.6,22,87,0.2529,0.26,0.2432,-0.0168,,,10.94,175
HOU,2026,5,J.Wayne,WR,targets,WR,5,2,41.7,RISING -- OUT-EARNING DEPTH CHART,58.5,8.2,26.3,83.3,39.3,8,87,0.092,0.06,0.1351,0.0751,1,15,15.0,45
HOU,2026,6,X.Hutchinson,WR,targets,WR,2,1,40.3,RISING -- OUT-EARNING DEPTH CHART,47.8,8.2,49.3,66.7,36.4,15,87,0.1724,0.18,0.1622,-0.0178,1,15,11.5,69
HOU,2026,7,J.Noel,WR,targets,WR,4,-1,32.4,ROTATIONAL CONTRIBUTOR,47.1,0.0,23.0,33.3,65.0,7,87,0.0805,0.1,0.0541,-0.0459,,,24.25,97
HOU,2026,8,K.Boutte,WR,targets,WR,3,-1,32.3,ROTATIONAL CONTRIBUTOR,50.1,8.2,23.0,33.3,40.4,7,87,0.0805,0.08,0.0811,0.0011,1,15,14.5,58
HOU,2026,9,F.Moreau,TE,targets,TE,2,0,29.8,INSUFFICIENT SAMPLE,50.0,0.0,13.1,50.0,34.7,4,87,0.046,0.08,0.0,-0.08,,,12.25,49
HOU,2026,10,C.Stroud,QB,rush_attempts_qb,QB,1,0,29.0,INSUFFICIENT SAMPLE,52.7,0.0,9.2,50.0,27.4,1,31,0.0323,0.0,0.0769,0.0769,,,8.8,44
HOU,2026,11,M.Klein,TE,targets,TE,3,-1,27.3,INSUFFICIENT SAMPLE,50.0,0.0,7.7,33.3,39.3,1,37,0.027,0.0526,0.0,-0.0526,,,16.0,16
HOU,2026,12,C.Stover,TE,targets,TE,4,1,26.5,INSUFFICIENT SAMPLE,50.0,0.0,7.7,66.7,-0.6,1,37,0.027,0.0526,0.0,-0.0526,,,-2.0,-2
IND,2026,1,J.Taylor,RB,rush_attempts,RB,1,0,74.6,ROTATIONAL CONTRIBUTOR,55.2,100.0,100.0,50.0,65.4,43,49,0.8776,0.8667,0.8947,0.0281,10,18,5.06,253
IND,2026,2,J.Downs,WR,targets,WR,1,0,48.6,PRIMARY -- TRUSTED UNDER PRESSURE,60.4,14.2,62.9,50.0,52.6,13,59,0.2203,0.1892,0.2727,0.0835,2,18,12.11,109
IND,2026,3,T.Warren,TE,targets,TE,1,0,47.3,ROTATIONAL CONTRIBUTOR,54.3,42.0,58.1,50.0,16.8,12,59,0.2034,0.1892,0.2273,0.0381,3,18,3.7,37
IND,2026,4,A.Pierce,WR,targets,WR,7,4,44.2,RISING -- OUT-EARNING DEPTH CHART,52.4,7.1,33.9,100.0,50.5,7,59,0.1186,0.1081,0.1364,0.0283,1,18,14.4,72
IND,2026,5,K.Allen,WR,targets,WR,2,0,41.8,ROTATIONAL CONTRIBUTOR,57.4,14.3,53.3,50.0,20.8,11,59,0.1864,0.1622,0.2273,0.0651,1,18,5.29,37
IND,2026,6,L.Treadwell,WR,targets,WR,4,0,35.7,INSUFFICIENT SAMPLE,50.0,0.0,19.4,50.0,73.2,4,59,0.0678,0.1081,0.0,-0.1081,,,20.33,61
IND,2026,7,D.Jones,QB,rush_attempts_qb,QB,1,0,28.9,INSUFFICIENT SAMPLE,53.0,7.1,9.5,50.0,11.5,1,30,0.0333,0.0,0.0833,0.0833,1,18,3.5,14
IND,2026,8,A.Ogletree,TE,targets,TE,3,1,26.9,INSUFFICIENT SAMPLE,50.0,0.0,9.7,66.7,0.0,2,59,0.0339,0.0541,0.0,-0.0541,,,,
IND,2026,9,D.Burks,WR,targets,WR,6,0,25.7,INSUFFICIENT SAMPLE,50.0,0.0,0.0,50.0,22.5,0,30,0.0,0.0,0.0,0.0,,,7.0,14
IND,2026,10,S.McGowan,RB,rush_attempts,RB,2,0,25.3,INSUFFICIENT SAMPLE,50.0,0.0,11.7,50.0,0.0,2,49,0.0408,0.0667,0.0,-0.0667,,,0.0,0
IND,2026,11,A.Dulin,WR,targets,WR,5,0,25.0,INSUFFICIENT SAMPLE,50.0,0.0,9.9,50.0,0.0,1,29,0.0345,0.0526,0.0,-0.0526,,,,
JAX,2026,1,C.Rodriguez,RB,rush_attempts,RB,2,0,56.4,PRIMARY -- TRUSTED UNDER PRESSURE,74.9,48.0,61.2,50.0,17.7,12,56,0.2143,0.1538,0.3529,0.1991,2,9,3.0,36
JAX,2026,2,P.Washington,WR,targets,WR,1,0,52.8,ROTATIONAL CONTRIBUTOR,51.4,0.0,100.0,50.0,78.0,18,49,0.3673,0.3636,0.375,0.0114,,,15.08,181
JAX,2026,3,B.Tuten,RB,rush_attempts,RB,1,0,50.1,VOLUME ONLY -- BENCHED WHEN IT TIGHTENS,12.0,67.0,100.0,50.0,44.4,28,56,0.5,0.6154,0.2353,-0.3801,3,9,4.84,150
JAX,2026,4,J.Cameron,WR,targets,WR,4,0,45.9,INSUFFICIENT SAMPLE,70.8,27.5,27.2,50.0,36.5,2,21,0.0952,0.0,0.3333,0.3333,1,9,10.0,20
JAX,2026,5,B.Strange,TE,targets,TE,1,0,41.2,ROTATIONAL CONTRIBUTOR,52.1,32.6,29.1,50.0,37.4,5,49,0.102,0.0909,0.125,0.0341,2,9,10.0,40
JAX,2026,6,Bri.Thomas,WR,targets,WR,2,0,40.7,ROTATIONAL CONTRIBUTOR,45.4,0.0,64.1,50.0,54.0,11,49,0.2245,0.2424,0.1875,-0.0549,,,13.33,80
JAX,2026,7,A.Abdullah,RB,rush_attempts,RB,4,1,37.2,RISING -- OUT-EARNING DEPTH CHART,56.2,0.0,35.7,66.7,24.8,7,56,0.125,0.1026,0.1765,0.0739,,,5.0,45
JAX,2026,8,J.Meyers,WR,targets,WR,3,0,34.1,INSUFFICIENT SAMPLE,50.1,0.0,17.5,50.0,63.4,3,49,0.0612,0.0606,0.0625,0.0019,,,17.5,70
JAX,2026,9,Q.Morris,TE,targets,TE,3,1,30.3,INSUFFICIENT SAMPLE,50.0,0.0,11.7,66.7,24.7,2,49,0.0408,0.0606,0.0,-0.0606,,,7.0,7
JAX,2026,10,T.Lawrence,QB,rush_attempts_qb,QB,1,0,29.8,INSUFFICIENT SAMPLE,54.2,0.0,20.4,50.0,10.5,4,56,0.0714,0.0513,0.1176,0.0664,,,2.25,9
JAX,2026,11,N.Mullens,QB,rush_attempts_qb,QB,2,0,28.3,INSUFFICIENT SAMPLE,50.3,0.0,26.8,50.0,-1.0,3,32,0.0938,0.0909,0.1,0.0091,,,-1.0,-3
JAX,2026,12,N.Boerkircher,TE,targets,TE,2,-1,27.3,INSUFFICIENT SAMPLE,50.0,0.0,13.6,33.3,30.1,1,21,0.0476,0.0667,0.0,-0.0667,,,9.0,9
JAX,2026,13,L.Allen,RB,rush_attempts,RB,3,-1,27.0,INSUFFICIENT SAMPLE,50.0,27.5,0.0,33.3,0.0,0,24,0.0,0.0,0.0,0.0,1,9,,
KC,2026,1,K.Walker,RB,rush_attempts,RB,1,0,69.6,ROTATIONAL CONTRIBUTOR,42.6,100.0,100.0,50.0,58.9,47,61,0.7705,0.7879,0.75,-0.0379,11,25,6.59,369
KC,2026,2,X.Worthy,WR,targets,WR,2,1,47.1,RISING -- OUT-EARNING DEPTH CHART,49.1,45.4,54.6,66.7,12.2,13,68,0.1912,0.1944,0.1875,-0.0069,4,25,5.38,43
KC,2026,3,P.Mahomes,QB,rush_attempts_qb,QB,1,0,42.6,INSUFFICIENT SAMPLE,67.9,33.6,25.2,50.0,9.2,3,34,0.0882,0.0,0.2143,0.2143,5,25,4.44,40
KC,2026,4,R.Rice,WR,targets,WR,1,-1,41.9,"CLOSER -- SMALL ROLE, BIG MOMENTS",66.5,10.8,33.6,33.3,51.4,8,68,0.1176,0.0556,0.1875,0.1319,2,25,17.0,102
KC,2026,5,T.Kelce,TE,targets,TE,1,0,40.2,VOLUME ONLY -- BENCHED WHEN IT TIGHTENS,38.7,5.4,67.2,50.0,53.5,16,68,0.2353,0.2778,0.1875,-0.0903,1,25,14.33,172
KC,2026,6,T.Thornton,WR,targets,WR,3,0,38.9,ROTATIONAL CONTRIBUTOR,59.7,0.0,21.0,50.0,70.1,5,68,0.0735,0.0278,0.125,0.0972,,,21.5,86
KC,2026,7,E.Johnson,RB,rush_attempts,RB,2,0,33.7,ROTATIONAL CONTRIBUTOR,41.3,5.4,46.8,50.0,25.5,10,61,0.1639,0.2121,0.1071,-0.105,1,25,7.36,103
KC,2026,8,J.Royals,WR,targets,WR,5,1,31.7,INSUFFICIENT SAMPLE,50.2,17.3,13.3,66.7,1.4,2,43,0.0465,0.0435,0.05,0.0065,1,25,3.0,6
KC,2026,9,J.Briningstool,TE,targets,TE,3,0,27.6,INSUFFICIENT SAMPLE,50.0,0.0,11.4,50.0,19.0,1,25,0.04,0.0769,0.0,-0.0769,,,9.0,9
KC,2026,10,N.Gray,TE,targets,TE,2,0,25.5,INSUFFICIENT SAMPLE,50.0,0.0,8.4,50.0,7.0,2,68,0.0294,0.0556,0.0,-0.0556,,,5.0,5
KC,2026,11,C.Allen,WR,targets,WR,4,-1,24.3,INSUFFICIENT SAMPLE,53.0,0.0,11.4,33.3,0.0,1,25,0.04,0.0,0.0833,0.0833,,,,
LA,2026,1,K.Williams,RB,rush_attempts,RB,1,0,70.1,ROTATIONAL CONTRIBUTOR,50.6,100.0,100.0,50.0,40.9,23,55,0.4182,0.4167,0.4211,0.0044,7,16,5.79,162
LA,2026,2,P.Nacua,WR,targets,WR,1,-1,58.8,PRIMARY -- TRUSTED UNDER PRESSURE,67.0,21.5,95.2,33.3,68.9,9,27,0.3333,0.2667,0.4167,0.15,1,16,14.8,74
LA,2026,3,D.Adams,WR,targets,WR,2,1,49.6,RISING -- OUT-EARNING DEPTH CHART,40.1,7.8,80.2,66.7,85.4,16,57,0.2807,0.3143,0.2273,-0.087,1,16,20.09,221
LA,2026,4,R.Rivers,RB,rush_attempts,RB,3,0,48.4,PRIMARY -- TRUSTED UNDER PRESSURE,77.1,15.6,51.0,50.0,21.0,5,28,0.1786,0.0625,0.3333,0.2708,2,16,4.0,24
LA,2026,5,T.Ferguson,TE,targets,TE,2,1,42.3,RISING -- OUT-EARNING DEPTH CHART,44.7,21.5,50.1,66.7,36.6,10,57,0.1754,0.2,0.1364,-0.0636,1,16,9.0,54
LA,2026,6,B.Corum,RB,rush_attempts,RB,2,0,38.0,VOLUME ONLY -- BENCHED WHEN IT TIGHTENS,21.1,0.0,100.0,50.0,39.8,22,55,0.4,0.5,0.2105,-0.2895,,,6.35,146
LA,2026,7,M.Stafford,QB,rush_attempts_qb,QB,1,0,37.5,ROTATIONAL CONTRIBUTOR,58.5,29.3,26.0,50.0,-0.3,5,55,0.0909,0.0556,0.1579,0.1023,2,16,-0.33,-2
LA,2026,8,T.Atwell,WR,targets,WR,6,2,37.1,INSUFFICIENT SAMPLE,50.0,0.0,19.1,83.3,52.2,2,30,0.0667,0.1,0.0,-0.1,,,19.0,19
LA,2026,9,K.Mumpfield,WR,targets,WR,4,1,31.9,INSUFFICIENT SAMPLE,49.6,0.0,15.0,66.7,33.3,3,57,0.0526,0.0571,0.0455,-0.0117,,,12.0,12
LA,2026,10,T.Higbee,TE,targets,TE,4,1,31.9,INSUFFICIENT SAMPLE,50.6,0.0,21.2,66.7,20.7,2,27,0.0741,0.0667,0.0833,0.0167,,,6.0,12
LA,2026,11,C.Parkinson,TE,targets,TE,1,-1,31.5,INSUFFICIENT SAMPLE,52.1,14.5,20.1,33.3,21.3,4,57,0.0702,0.0571,0.0909,0.0338,1,16,7.0,21
LA,2026,12,D.Allen,TE,targets,TE,3,-1,28.4,INSUFFICIENT SAMPLE,55.7,0.0,10.0,33.3,28.5,2,57,0.0351,0.0,0.0909,0.0909,,,10.0,20
LA,2026,13,X.Smith,WR,targets,WR,5,-1,27.3,INSUFFICIENT SAMPLE,53.6,14.5,9.5,33.3,0.0,1,30,0.0333,0.0,0.1,0.1,1,16,,
LA,2026,14,J.Whittington,WR,targets,WR,3,-2,24.0,INSUFFICIENT SAMPLE,50.0,0.0,10.6,16.7,23.8,1,27,0.037,0.0667,0.0,-0.0667,,,8.0,8
LAC,2026,1,O.Hampton,RB,rush_attempts,RB,1,0,54.1,VOLUME ONLY -- BENCHED WHEN IT TIGHTENS,32.1,59.6,100.0,50.0,33.8,35,47,0.7447,0.7813,0.6667,-0.1146,4,14,4.27,158
LAC,2026,2,L.McConkey,WR,targets,WR,1,-1,48.1,ROTATIONAL CONTRIBUTOR,55.8,31.8,53.9,33.3,61.4,10,53,0.1887,0.1667,0.2174,0.0507,2,14,14.63,117
LAC,2026,3,J.Herbert,QB,rush_attempts_qb,QB,1,0,46.9,INSUFFICIENT SAMPLE,63.9,66.8,18.4,50.0,6.4,2,31,0.0645,0.0,0.2222,0.2222,4,14,3.88,31
LAC,2026,4,D.Njoku,TE,targets,TE,4,3,45.6,RISING -- OUT-EARNING DEPTH CHART,54.1,8.7,43.1,100.0,39.1,8,53,0.1509,0.1333,0.1739,0.0406,1,14,11.17,67
LAC,2026,5,K.Mitchell,RB,rush_attempts,RB,2,0,41.3,ROTATIONAL CONTRIBUTOR,51.0,24.6,54.7,50.0,13.1,9,47,0.1915,0.1875,0.2,0.0125,2,14,4.8,48
LAC,2026,6,T.Harris,WR,targets,WR,3,0,40.7,ROTATIONAL CONTRIBUTOR,50.7,0.0,48.5,50.0,65.0,9,53,0.1698,0.1667,0.1739,0.0072,,,18.25,73
LAC,2026,7,Q.Johnston,WR,targets,WR,2,1,37.2,RISING -- OUT-EARNING DEPTH CHART,44.1,0.0,59.3,66.7,19.8,11,53,0.2075,0.2333,0.1739,-0.0594,,,7.75,31
LAC,2026,8,O.Gadsden,TE,targets,TE,2,0,36.1,INSUFFICIENT SAMPLE,51.3,15.9,21.6,50.0,40.3,4,53,0.0755,0.0667,0.087,0.0203,1,14,12.5,50
LAC,2026,9,B.Thompson,WR,targets,WR,4,0,35.6,INSUFFICIENT SAMPLE,54.8,0.0,33.0,50.0,36.8,3,26,0.1154,0.0769,0.1538,0.0769,,,13.0,13
LAC,2026,10,D.Davis,WR,targets,WR,6,1,27.3,INSUFFICIENT SAMPLE,50.4,0.0,10.8,66.7,0.0,2,53,0.0377,0.0333,0.0435,0.0101,,,,
LAC,2026,11,C.Kolar,TE,targets,TE,1,-2,27.0,INSUFFICIENT SAMPLE,47.3,0.0,33.0,16.7,19.1,3,26,0.1154,0.1538,0.0769,-0.0769,,,7.0,21
LV,2026,1,A.Jeanty,RB,rush_attempts,RB,1,0,64.0,VOLUME ONLY -- BENCHED WHEN IT TIGHTENS,28.5,100.0,100.0,50.0,52.5,44,64,0.6875,0.7317,0.6087,-0.123,13,22,3.89,210
LV,2026,2,T.Tucker,WR,targets,WR,1,0,47.3,ROTATIONAL CONTRIBUTOR,55.2,15.4,54.2,50.0,69.4,11,58,0.1897,0.1714,0.2174,0.046,1,22,20.86,146
LV,2026,3,M.Washington,RB,rush_attempts,RB,2,0,40.0,ROTATIONAL CONTRIBUTOR,52.8,21.4,44.7,50.0,20.4,10,64,0.1563,0.1463,0.1739,0.0276,2,22,4.8,48
LV,2026,4,M.Mayer,TE,targets,TE,2,1,37.3,RISING -- OUT-EARNING DEPTH CHART,41.8,6.0,54.2,66.7,24.2,11,58,0.1897,0.2286,0.1304,-0.0981,1,22,6.11,55
LV,2026,5,C.White,WR,targets,WR,6,1,35.8,INSUFFICIENT SAMPLE,53.7,12.0,14.8,66.7,32.9,3,58,0.0517,0.0286,0.087,0.0584,2,22,12.0,24
LV,2026,6,J.Nailor,WR,targets,WR,2,0,34.9,ROTATIONAL CONTRIBUTOR,49.0,6.0,39.4,50.0,25.4,8,58,0.1379,0.1429,0.1304,-0.0124,1,22,9.0,36
LV,2026,7,J.Bech,WR,targets,WR,3,0,34.4,ROTATIONAL CONTRIBUTOR,48.3,12.0,29.5,50.0,28.9,6,58,0.1034,0.1143,0.087,-0.0273,2,22,9.6,48
LV,2026,8,D.Young,WR,targets,WR,5,-1,30.3,INSUFFICIENT SAMPLE,50.0,0.0,9.9,33.3,60.9,1,29,0.0345,0.0526,0.0,-0.0526,,,27.0,27
LV,2026,9,I.Thomas,TE,targets,TE,3,1,30.1,INSUFFICIENT SAMPLE,50.0,0.0,9.9,66.7,25.9,1,29,0.0345,0.0526,0.0,-0.0526,,,11.0,11
LV,2026,10,K.Cousins,QB,rush_attempts_qb,QB,1,0,30.1,ROTATIONAL CONTRIBUTOR,52.7,0.0,31.3,50.0,-0.3,7,64,0.1094,0.0976,0.1304,0.0329,,,-0.56,-5
LV,2026,11,C.Heyward,FB,rush_attempts,FB,1,0,27.1,INSUFFICIENT SAMPLE,55.4,0.0,8.9,50.0,4.0,2,64,0.0313,0.0,0.087,0.087,,,1.0,2
LV,2026,12,M.Benson,WR,targets,WR,4,0,25.7,INSUFFICIENT SAMPLE,49.5,0.0,14.8,50.0,-0.9,3,58,0.0517,0.0571,0.0435,-0.0137,,,-1.0,-2
MIA,2026,1,D.Achane,RB,rush_attempts,RB,1,0,57.8,VOLUME ONLY -- BENCHED WHEN IT TIGHTENS,16.4,100.0,100.0,50.0,34.8,31,41,0.7561,0.84,0.625,-0.215,7,14,4.18,159
MIA,2026,2,C.Douglas,WR,targets,WR,2,0,51.3,PRIMARY -- TRUSTED UNDER PRESSURE,82.2,8.7,57.1,50.0,33.1,10,50,0.2,0.1176,0.375,0.2574,1,14,16.14,113
MIA,2026,3,M.Washington,WR,targets,WR,1,0,40.1,ROTATIONAL CONTRIBUTOR,41.1,8.7,74.3,50.0,27.9,13,50,0.26,0.2941,0.1875,-0.1066,1,14,12.5,100
MIA,2026,4,R.Miller,WR,targets,WR,6,1,38.6,INSUFFICIENT SAMPLE,53.6,0.0,12.4,66.7,82.2,1,23,0.0435,0.0,0.1,0.1,,,77.0,77
MIA,2026,5,J.Wright,RB,rush_attempts,RB,2,0,35.7,INSUFFICIENT SAMPLE,55.3,29.1,20.9,50.0,2.8,3,41,0.0732,0.04,0.125,0.085,2,14,3.33,10
MIA,2026,6,G.Dulcich,TE,targets,TE,1,0,31.4,ROTATIONAL CONTRIBUTOR,48.0,8.7,28.6,50.0,11.7,5,50,0.1,0.1176,0.0625,-0.0551,1,14,8.75,35
MIA,2026,7,O.Gordon,RB,rush_attempts,RB,3,0,30.9,INSUFFICIENT SAMPLE,48.5,8.7,30.6,50.0,2.9,3,28,0.1071,0.125,0.0833,-0.0417,1,14,2.33,7
MIA,2026,8,C.Bell,WR,targets,WR,3,0,29.5,INSUFFICIENT SAMPLE,50.0,0.0,17.1,50.0,25.8,3,50,0.06,0.0882,0.0,-0.0882,,,25.0,25
MIA,2026,9,M.Willis,QB,rush_attempts_qb,QB,1,0,29.4,INSUFFICIENT SAMPLE,50.8,8.7,13.9,50.0,11.7,2,41,0.0488,0.04,0.0625,0.0225,1,14,5.63,45
MIA,2026,10,K.Coleman,WR,targets,WR,4,0,28.7,INSUFFICIENT SAMPLE,54.3,0.0,21.2,50.0,0.0,2,27,0.0741,0.0476,0.1667,0.119,,,,
