season,week,season_type,game_type,team,gsis_id,position,full_name,report_primary_injury,report_secondary_injury,report_status,practice_primary_injury,practice_secondary_injury,practice_status,ingest_run_id
2026,2,REG,REG,GB,00-0040016,DT,Warren Brinson,Calf,,Out,Calf,,Did Not Participate In Practice,20260925T015956Z
2026,2,REG,REG,GB,00-0041470,CB,Brandon Cisse,,,,Cramps,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,HOU,00-0031364,DE,Jadeveon Clowney,Knee,,Out,Knee,,Did Not Participate In Practice,20260925T015956Z
2026,2,REG,REG,HOU,00-0032071,T,Trent Brown,,,,Hand,Wrist,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,HOU,00-0034383,TE,Dalton Schultz,,,,Not injury related - resting player,,Did Not Participate In Practice,20260925T015956Z
2026,2,REG,REG,HOU,00-0036554,WR,Nico Collins,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,20260925T015956Z
2026,2,REG,REG,HOU,00-0037633,LB,Jacob Hummel,Groin,,Out,Groin,,Did Not Participate In Practice,20260925T015956Z
2026,2,REG,REG,HOU,00-0038127,DE,Logan Hall,,,,Not injury related - resting player,,Did Not Participate In Practice,20260925T015956Z
2026,2,REG,REG,HOU,00-0038131,G,Ed Ingram,Groin,,Out,Groin,,Did Not Participate In Practice,20260925T015956Z
2026,2,REG,REG,HOU,00-0039108,DE,Will Anderson Jr.,,,,Not injury related - resting player,,Limited Participation in Practice,20260925T015956Z
2026,2,REG,REG,HOU,00-0041465,LB,Wade Woodaz,,,,Thumb,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,IND,00-0030279,WR,Keenan Allen,,,,Not injury related - resting player,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,IND,00-0032378,DT,DeForest Buckner,,,,Ankle,Not injury related - resting player,Did Not Participate In Practice,20260925T015956Z
2026,2,REG,REG,IND,00-0033952,DT,Grover Stewart,,,,Not injury related - personal matter,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,IND,00-0034573,CB,Charvarius Ward,,,,Not injury related - resting player,,Did Not Participate In Practice,20260925T015956Z
2026,2,REG,REG,IND,00-0035021,WR,Ashton Dulin,Ankle,,Out,Ankle,,Did Not Participate In Practice,20260925T015956Z
2026,2,REG,REG,IND,00-0036298,LB,Akeem Davis-Gaither,,,,Knee,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,IND,00-0037190,CB,Sauce Gardner,,,,Rib,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,IND,00-0037664,WR,Alec Pierce,,,,Heel,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,IND,00-0039164,QB,Anthony Richardson,,,,Groin,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,IND,00-0039178,LB,Austin Ajiake,,,,Hamstring,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,IND,00-0040179,RB,DJ Giddens,Knee,,Questionable,Knee,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,JAX,00-0034413,LB,Foye Oluokun,,,,Wrist,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,JAX,00-0034960,WR,Jakobi Meyers,,,,Thumb,,Limited Participation in Practice,20260925T015956Z
2026,2,REG,REG,JAX,00-0036655,T,Cole Van Lanen,,,,Knee,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,JAX,00-0038616,CB,Christian Braswell,,,,Knee,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,JAX,00-0039893,WR,Brian Thomas Jr.,,,,Shoulder,,Limited Participation in Practice,20260925T015956Z
2026,2,REG,REG,JAX,00-0040238,RB,LeQuint Allen Jr.,,,,Hip,,Limited Participation in Practice,20260925T015956Z
2026,2,REG,REG,KC,00-0032762,DT,Chris Jones,Calf,,Questionable,Calf,,Limited Participation in Practice,20260925T015956Z
2026,2,REG,REG,KC,00-0033873,QB,Patrick Mahomes,,,,Knee,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,KC,00-0036374,CB,L'Jarius Sneed,,,,Knee,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,KC,00-0038982,S,Chamarri Conner,Knee,,Out,Knee,,Did Not Participate In Practice,20260925T015956Z
2026,2,REG,REG,KC,00-0039067,WR,Rashee Rice,,,,Knee,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,KC,00-0040116,T,Josh Simmons,Back,,Out,Back,,Did Not Participate In Practice,20260925T015956Z
2026,2,REG,REG,KC,00-0040640,DE,Ashton Gillotte,,,,Foot,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,KC,00-0041501,DE,R Mason Thomas,,,,Hamstring,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,KC,00-0041543,CB,Mansoor Delane,Shoulder,,Questionable,Shoulder,,Limited Participation in Practice,20260925T015956Z
2026,2,REG,REG,LA,00-0031381,WR,Davante Adams,,,,Not injury related - resting player,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,LA,00-0031388,DT,Aaron Donald,,,,Not injury related - resting player,,Did Not Participate In Practice,20260925T015956Z
2026,2,REG,REG,LA,00-0033110,TE,Tyler Higbee,,,,Not injury related - resting player,,Did Not Participate In Practice,20260925T015956Z
2026,2,REG,REG,LA,00-0036349,S,Kam Curl,,,,Ankle,,Limited Participation in Practice,20260925T015956Z
2026,2,REG,REG,LA,00-0036603,T,Alaric Jackson,,,,Not injury related - resting player,,Did Not Participate In Practice,20260925T015956Z
2026,2,REG,REG,LA,00-0037587,LB,Nate Landman,,,,Shoulder,,Limited Participation in Practice,20260925T015956Z
2026,2,REG,REG,LA,00-0039075,WR,Puka Nacua,Hip,,Questionable,Hip,,Did Not Participate In Practice,20260925T015956Z
2026,2,REG,REG,LA,00-0039137,LB,Byron Young,,,,Not injury related - resting player,,Did Not Participate In Practice,20260925T015956Z
2026,2,REG,REG,LA,00-0039751,WR,Jordan Whittington,Quadricep,,Doubtful,Quadricep,,Did Not Participate In Practice,20260925T015956Z
2026,2,REG,REG,LA,00-0039774,LB,Omar Speights,,,,Hip,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,LA,00-0039834,S,Kamren Kinchens,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,20260925T015956Z
2026,2,REG,REG,LAC,00-0031040,DE,Khalil Mack,,,,Not injury related - resting player,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,LAC,00-0032146,DE,Bud Dupree,,,,Not injury related - resting player,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,LAC,00-0033546,DT,Dalvin Tomlinson,,,,Hamstring,Not injury related - resting player,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,LAC,00-0035688,T,Trey Pipkins,Knee,,Out,Knee,,Did Not Participate In Practice,20260925T015956Z
2026,2,REG,REG,LAC,00-0036181,DT,Teair Tart,,,,Ankle,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,LAC,00-0036992,S,Elijah Molden,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,20260925T015956Z
2026,2,REG,REG,LAC,00-0037320,CB,Deane Leonard,Abdomen,,Questionable,Abdomen,,Limited Participation in Practice,20260925T015956Z
2026,2,REG,REG,LAC,00-0038573,WR,Derius Davis,,,,Calf,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,LAC,00-0039915,WR,Ladd McConkey,Rib,,Questionable,Rib,,Limited Participation in Practice,20260925T015956Z
2026,2,REG,REG,LAC,00-0041544,DE,Akheem Mesidor,,,,Calf,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,LV,00-0038579,QB,Aidan O'Connell,Not injury related - personal matter,,Questionable,Not injury related - personal matter,,Did Not Participate In Practice,20260925T015956Z
2026,2,REG,REG,LV,00-0039338,TE,Brock Bowers,Knee,,Doubtful,Knee,,Limited Participation in Practice,20260925T015956Z
2026,2,REG,REG,LV,00-0040122,RB,Ashton Jeanty,,,,Ankle,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,LV,00-0040641,CB,Darien Porter,Foot,,Out,Foot,,Did Not Participate In Practice,20260925T015956Z
2026,2,REG,REG,MIA,00-0034779,LB,Ronnie Harrison,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,20260925T015956Z
2026,2,REG,REG,MIA,00-0037686,LS,Tucker Addington,Shoulder,,Questionable,Shoulder,,Limited Participation in Practice,20260925T015956Z
2026,2,REG,REG,MIA,00-0038128,QB,Malik Willis,,,,Toe,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,MIA,00-0039911,LB,Chop Robinson,Concussion,,Out,Concussion,,Did Not Participate In Practice,20260925T015956Z
2026,2,REG,REG,MIA,00-0040182,S,Dante Trader Jr.,,,,Hamstring,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,MIA,00-0041579,TE,Seydou Traore,,,,Thumb,Achilles,Limited Participation in Practice,20260925T015956Z
2026,2,REG,REG,MIN,00-0029606,S,Harrison Smith,,,,Not injury related - resting player,,Limited Participation in Practice,20260925T015956Z
2026,2,REG,REG,MIN,00-0034158,T,Brian O'Neill,Knee,,Questionable,Knee,,Limited Participation in Practice,20260925T015956Z
2026,2,REG,REG,MIN,00-0035228,QB,Kyler Murray,Concussion,,Out,Concussion,,Limited Participation in Practice,20260925T015956Z
2026,2,REG,REG,MIN,00-0035272,LB,Andrew Van Ginkel,,,,Chest,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,MIN,00-0035276,LB,Blake Cashman,,,,Wrist,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,MIN,00-0036259,WR,Jauan Jennings,Not injury related - personal matter,,Out,Not injury related - personal matter,,Did Not Participate In Practice,20260925T015956Z
2026,2,REG,REG,MIN,00-0036616,T,Christian Darrisaw,,,,Not injury related - resting player,,Did Not Participate In Practice,20260925T015956Z
2026,2,REG,REG,NE,00-0034720,LB,Robert Spillane,,,,Knee,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,NE,00-0034778,CB,Carlton Davis III,Neck,,Out,Neck,,Did Not Participate In Practice,20260925T015956Z
2026,2,REG,REG,NE,00-0035678,LB,Dre'Mont Jones,Foot,,Questionable,Foot,,Limited Participation in Practice,20260925T015956Z
2026,2,REG,REG,NE,00-0037413,C,Ben Brown,Knee,,Questionable,Knee,,Limited Participation in Practice,20260925T015956Z
2026,2,REG,REG,NE,00-0040734,RB,TreVeyon Henderson,,,,Ankle,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,NE,00-0041103,T,Dametrious Crownover,Knee,,Out,Knee,,Did Not Participate In Practice,20260925T015956Z
2026,2,REG,REG,NO,00-0027962,LB,Cameron Jordan,,,,Hamstring,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,NO,00-0033063,LS,Zach Wood,Calf,,Out,Calf,,Did Not Participate In Practice,20260925T015956Z
2026,2,REG,REG,NO,00-0033860,DT,Davon Godchaux,,,,Not injury related - resting player,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,NO,00-0033906,RB,Alvin Kamara,,,,Knee,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,NO,00-0036040,TE,Juwan Johnson,,,,Illness,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,NO,00-0036321,LB,Chase Young,Calf,,Questionable,Calf,,Limited Participation in Practice,20260925T015956Z
2026,2,REG,REG,NO,00-0037239,WR,Chris Olave,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,20260925T015956Z
2026,2,REG,REG,NO,00-0039622,LB,Isaiah Stalbird,Shoulder,,Doubtful,Shoulder,,Did Not Participate In Practice,20260925T015956Z
2026,2,REG,REG,NO,00-0041041,TE,Oscar Delp,,,,Hamstring,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,NO,00-0041390,DT,Christen Miller,Toe,,Questionable,Toe,,Limited Participation in Practice,20260925T015956Z
2026,2,REG,REG,NYG,00-0036386,T,Andrew Thomas,,,,Ankle,,Limited Participation in Practice,20260925T015956Z
2026,2,REG,REG,NYG,00-0036937,CB,Paulson Adebo,,,,Knee,,Did Not Participate In Practice,20260925T015956Z
2026,2,REG,REG,NYG,00-0036982,DE,Chauncey Golston,,,,Neck,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,NYG,00-0036996,CB,Greg Newsome II,,,,Rib,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,NYG,00-0037259,LB,Micah McFadden,Neck,,Questionable,Neck,,Limited Participation in Practice,20260925T015956Z
2026,2,REG,REG,NYG,00-0039000,CB,Deonte Banks,Calf,,Questionable,Calf,,Did Not Participate In Practice,20260925T015956Z
2026,2,REG,REG,NYG,00-0041505,T,Francis Mauigoa,,,,Shoulder,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,NYJ,00-0033051,DT,David Onyemata,,,,Not injury related - resting player,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,NYJ,00-0034789,S,Minkah Fitzpatrick,Groin,,Out,Groin,,Did Not Participate In Practice,20260925T015956Z
2026,2,REG,REG,NYJ,00-0036500,LB,Jamien Sherwood,,,,Knee,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,NYJ,00-0036842,RB,Kene Nwangwu,Back,,Out,Back,,Did Not Participate In Practice,20260925T015956Z
2026,2,REG,REG,NYJ,00-0036902,DE,Joseph Ossai,Foot,,Out,Foot,,Did Not Participate In Practice,20260925T015956Z
2026,2,REG,REG,NYJ,00-0039142,DE,Will McDonald IV,Ankle,,Questionable,Ankle,,Limited Participation in Practice,20260925T015956Z
2026,2,REG,REG,NYJ,00-0039372,CB,Jarvis Brownlee Jr.,,,,Shoulder,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,NYJ,00-0041038,CB,D'Angelo Ponds,,,,Calf,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,NYJ,00-0041511,WR,Omar Cooper Jr.,Ankle,,Out,Ankle,,Did Not Participate In Practice,20260925T015956Z
2026,2,REG,REG,PHI,00-0035662,WR,Marquise Brown,,,,Hamstring,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,PHI,00-0036224,LB,Jonathan Greenard,Pectoral,,Out,Pectoral,,Limited Participation in Practice,20260925T015956Z
2026,2,REG,REG,PHI,00-0036980,WR,Elijah Moore,,,,Neck,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,PHI,00-0038386,DT,Jalen Carter,,,,Wrist,,Limited Participation in Practice,20260925T015956Z
2026,2,REG,REG,PHI,00-0039841,CB,Cooper DeJean,,,,Calf,Abdomen,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,PHI,00-0040749,S,Andrew Mukuba,Knee,,Questionable,Knee,,Limited Participation in Practice,20260925T015956Z
2026,2,REG,REG,PIT,00-0027969,DT,Cameron Heyward,,,,Not injury related - resting player,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,PIT,00-0036252,WR,Michael Pittman,Foot,,Questionable,Foot,,Did Not Participate In Practice,20260925T015956Z
2026,2,REG,REG,PIT,00-0038558,TE,Darnell Washington,,,,Not injury related - personal matter,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,PIT,00-0039167,CB,Joey Porter Jr.,Back,,Out,Back,,Limited Participation in Practice,20260925T015956Z
2026,2,REG,REG,PIT,00-0039871,T,Troy Fautanu,Ankle,,Questionable,Ankle,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,SEA,00-0033908,WR,Cooper Kupp,,,,Back,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,SEA,00-0034869,QB,Sam Darnold,Glute,,Out,Glute,,Did Not Participate In Practice,20260925T015956Z
2026,2,REG,REG,SEA,00-0036363,T,Josh Jones,,,,Knee,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,SEA,00-0037137,CB,Josh Jobe,,,,Wrist,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,SEA,00-0038765,S,Ty Okada,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,20260925T015956Z
2026,2,REG,REG,SEA,00-0039020,G,Anthony Bradford,Knee,Hip,Out,Knee,Hip,Did Not Participate In Practice,20260925T015956Z
2026,2,REG,REG,SEA,00-0040648,WR,Tory Horton,,,,Hamstring,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,SEA,00-0040733,S,Nick Emmanwori,Ankle,Hip,Questionable,Ankle,Hip,Limited Participation in Practice,20260925T015956Z
2026,2,REG,REG,SF,00-0027857,T,Trent Williams,,,,Not injury related - resting player,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,SF,00-0029892,FB,Kyle Juszczyk,,,,Finger,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,SF,00-0033280,RB,Christian McCaffrey,,,,Not injury related - resting player,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,SF,00-0033288,TE,George Kittle,,,,Achilles,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,SF,00-0034173,K,Eddy Pineiro,Illness,,Questionable,Illness,,Did Not Participate In Practice,20260925T015956Z
2026,2,REG,REG,SF,00-0034982,LB,Dre Greenlaw,,,,Not injury related - resting player,Achilles,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,SF,00-0035717,DE,Nick Bosa,,,,Not injury related - resting player,Knee,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,SF,00-0036341,DE,Khalid Kareem,,,,Shoulder,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,SF,00-0039148,DE,Keion White,,,,Back,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,SF,00-0040152,CB,Upton Stout,,,,Achilles,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,SF,00-0041035,WR,De'Zhaun Stribling,Ankle,,Out,Ankle,,Did Not Participate In Practice,20260925T015956Z
2026,2,REG,REG,SF,00-0041052,RB,Kaelon Black,Groin,,Questionable,Groin,,Limited Participation in Practice,20260925T015956Z
2026,2,REG,REG,TB,00-0032399,S,Miles Killebrew,Concussion,,Questionable,Concussion,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,TB,00-0032889,DT,A'Shawn Robinson,,,,Not injury related - resting player,,Did Not Participate In Practice,20260925T015956Z
2026,2,REG,REG,TB,00-0034989,T,Justin Skule,,,,Oblique,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,TB,00-0035942,LB,Christian Rozeboom,,,,Foot,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,TB,00-0038951,RB,Sean Tucker,,,,Hamstring,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,TB,00-0039855,WR,Jalen McMillan,Knee,,Questionable,Knee,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,TB,00-0040143,CB,Jacob Parrish,Back,,Questionable,Back,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,TEN,00-0037758,CB,Cordale Flott,Quadricep,,Questionable,Quadricep,,Did Not Participate In Practice,20260925T015956Z
2026,2,REG,REG,TEN,00-0039430,LB,James Williams,Elbow,,Questionable,Elbow,,Limited Participation in Practice,20260925T015956Z
2026,2,REG,REG,TEN,00-0039858,LB,Cedric Gray,Concussion,,Questionable,Concussion,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,WAS,00-0034302,LB,Frankie Luvu,Groin,,Out,Groin,,Did Not Participate In Practice,20260925T015956Z
2026,2,REG,REG,WAS,00-0034333,DT,Daron Payne,,,,Knee,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,WAS,00-0034373,LB,Dorance Armstrong,,,,Knee,,Limited Participation in Practice,20260925T015956Z
2026,2,REG,REG,WAS,00-0035279,DE,Charles Omenihu,,,,Ankle,,Limited Participation in Practice,20260925T015956Z
2026,2,REG,REG,WAS,00-0036260,DT,Javon Kinlaw,Back,,Questionable,Back,,Limited Participation in Practice,20260925T015956Z
2026,2,REG,REG,WAS,00-0036286,LB,K'Lavon Chaisson,,,,Knee,,Limited Participation in Practice,20260925T015956Z
2026,2,REG,REG,WAS,00-0036940,LB,Odafe Oweh,,,,Calf,,Limited Participation in Practice,20260925T015956Z
2026,2,REG,REG,WAS,00-0037092,G,Chris Paul,,,,Ankle,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,WAS,00-0037809,TE,Chig Okonkwo,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,20260925T015956Z
2026,2,REG,REG,WAS,00-0039681,S,Tyler Owens,,,,Ankle,,Full Participation in Practice,20260925T015956Z
2026,2,REG,REG,WAS,00-0040164,WR,Jaylin Lane,,,,Groin,,Limited Participation in Practice,20260925T015956Z
2026,2,REG,REG,WAS,00-0041096,RB,Kaytron Allen,,,,Ankle,Knee,Full Participation in Practice,20260925T015956Z
2026,3,REG,REG,ARI,00-0032954,G,Isaac Seumalo,,,,Not injury related - resting player,,Did Not Participate In Practice,20260925T015956Z
2026,3,REG,REG,ARI,00-0033119,QB,Jacoby Brissett,,,,Hip,,Full Participation in Practice,20260925T015956Z
2026,3,REG,REG,ARI,00-0034381,LB,Josh Sweat,,,,Not injury related - resting player,,Did Not Participate In Practice,20260925T015956Z
2026,3,REG,REG,ARI,00-0035144,LB,Mack Wilson,,,,Not injury related - resting player,Thumb,Limited Participation in Practice,20260925T015956Z
2026,3,REG,REG,ARI,00-0035258,C,Hjalte Froholdt,,,,Knee,,Limited Participation in Practice,20260925T015956Z
2026,3,REG,REG,ARI,00-0036568,DT,Roy Lopez,,,,Groin,,Did Not Participate In Practice,20260925T015956Z
2026,3,REG,REG,ARI,00-0039007,CB,Garrett Williams,,,,Achilles,,Limited Participation in Practice,20260925T015956Z
2026,3,REG,REG,ARI,00-0039807,CB,Max Melton,,,,Toe,,Did Not Participate In Practice,20260925T015956Z
2026,3,REG,REG,ARI,00-0039864,S,Dadrion Taylor-Demerson,,,,Back,,Did Not Participate In Practice,20260925T015956Z
2026,3,REG,REG,ATL,00-0033945,DE,Samson Ebukam,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,20260925T015956Z
2026,3,REG,REG,ATL,00-0035237,T,Jawaan Taylor,,,,Rib,,Full Participation in Practice,20260925T015956Z
2026,3,REG,REG,ATL,00-0036204,DT,LaCale London,,,,Hip,,Full Participation in Practice,20260925T015956Z
2026,3,REG,REG,ATL,00-0036212,QB,Tua Tagovailoa,,,,Oblique,,Full Participation in Practice,20260925T015956Z
2026,3,REG,REG,ATL,00-0036285,CB,A.J. Terrell,,,,Groin,,Did Not Participate In Practice,20260925T015956Z
2026,3,REG,REG,ATL,00-0037317,TE,Nick Muse,,,,Shoulder,,Full Participation in Practice,20260925T015956Z
2026,3,REG,REG,ATL,00-0037746,RB,Brian Robinson,,,,Ankle,,Full Participation in Practice,20260925T015956Z
2026,3,REG,REG,ATL,00-0039859,DT,Brandon Dorlus,,,,Thumb,,Full Participation in Practice,20260925T015956Z
2026,3,REG,REG,ATL,00-0039917,QB,Michael Penix Jr.,,,,Knee,,Full Participation in Practice,20260925T015956Z
2026,3,REG,REG,ATL,00-0040156,CB,Billy Bowman Jr.,Achilles,,Questionable,Achilles,,Full Participation in Practice,20260925T015956Z
2026,3,REG,REG,BAL,00-0026190,DT,Calais Campbell,,,,Not injury related - resting player,,Did Not Participate In Practice,20260925T015956Z
2026,3,REG,REG,BAL,00-0032398,WR,Chris Moore,,,,Ankle,,Limited Participation in Practice,20260925T015956Z
2026,3,REG,REG,BAL,00-0032965,T,Ronnie Stanley,,,,Toe,,Did Not Participate In Practice,20260925T015956Z
2026,3,REG,REG,BAL,00-0033935,LB,Trey Hendrickson,,,,Finger,,Did Not Participate In Practice,20260925T015956Z
2026,3,REG,REG,BAL,00-0036130,DT,Nnamdi Madubuike,,,,Neck,,Full Participation in Practice,20260925T015956Z
2026,3,REG,REG,BAL,00-0036369,G,John Simpson,,,,Groin,,Limited Participation in Practice,20260925T015956Z
2026,3,REG,REG,BAL,00-0039064,WR,Zay Flowers,,,,Hamstring,,Did Not Participate In Practice,20260925T015956Z
2026,3,REG,REG,BAL,00-0040069,LB,Teddye Buchanan,,,,Knee,,Full Participation in Practice,20260925T015956Z
2026,3,REG,REG,BAL,00-0040688,S,Malaki Starks,,,,Hamstring,,Limited Participation in Practice,20260925T015956Z
2026,3,REG,REG,BAL,00-0041494,LB,Zion Young,,,,Quadricep,,Limited Participation in Practice,20260925T015956Z
2026,3,REG,REG,BUF,00-0034827,WR,DJ Moore,,,,Shoulder,,Limited Participation in Practice,20260925T015956Z
2026,3,REG,REG,BUF,00-0034832,LB,Bradley Chubb,,,,Thumb,,Full Participation in Practice,20260925T015956Z
2026,3,REG,REG,BUF,00-0035230,DT,Ed Oliver,,,,Hip,,Did Not Participate In Practice,20260925T015956Z
2026,3,REG,REG,BUF,00-0035537,RB,Ty Johnson,,,,Hamstring,,Full Participation in Practice,20260925T015956Z
2026,3,REG,REG,BUF,00-0037254,LB,Terrel Bernard,,,,Knee,,Full Participation in Practice,20260925T015956Z
2026,3,REG,REG,BUF,00-0039763,LB,Joe Andreessen,,,,Knee,,Full Participation in Practice,20260925T015956Z
2026,3,REG,REG,BUF,00-0039901,WR,Keon Coleman,,,,Ankle,,Did Not Participate In Practice,20260925T015956Z
2026,3,REG,REG,BUF,00-0040192,CB,Jordan Hancock,,,,Hamstring,,Limited Participation in Practice,20260925T015956Z
2026,3,REG,REG,BUF,00-0040724,DE,T.J. Sanders,,,,Illness,,Did Not Participate In Practice,20260925T015956Z
2026,3,REG,REG,BUF,00-0041128,G,Ar'maj Reed-Adams,,,,Elbow,,Limited Participation in Practice,20260925T015956Z
2026,3,REG,REG,CAR,00-0031610,TE,Darren Waller,,,,Not injury related - resting player,,Did Not Participate In Practice,20260925T015956Z
2026,3,REG,REG,CAR,00-0035669,S,Nick Scott,,,,Rib,,Did Not Participate In Practice,20260925T015956Z
2026,3,REG,REG,CAR,00-0036903,DT,Bobby Brown III,,,,Back,,Full Participation in Practice,20260925T015956Z
2026,3,REG,REG,CAR,00-0036934,LB,Jaelan Phillips,,,,Back,,Did Not Participate In Practice,20260925T015956Z
2026,3,REG,REG,CAR,00-0037007,LB,Patrick Jones II,,,,Back,,Full Participation in Practice,20260925T015956Z
2026,3,REG,REG,CAR,00-0037244,LB,Devin Lloyd,,,,Calf,,Did Not Participate In Practice,20260925T015956Z
2026,3,REG,REG,CAR,00-0038493,LB,Claudin Cherelus,,,,Shoulder,,Did Not Participate In Practice,20260925T015956Z
2026,3,REG,REG,CAR,00-0039491,WR,Jalen Coker,,,,Ankle,,Limited Participation in Practice,20260925T015956Z
2026,3,REG,REG,CIN,00-0033523,DT,Jonathan Allen,,,,Knee,,Did Not Participate In Practice,20260925T015956Z
2026,3,REG,REG,CIN,00-0034800,DT,B.J. Hill,,,,Achilles,,Did Not Participate In Practice,20260925T015956Z
2026,3,REG,REG,CIN,00-0038619,WR,Andrei Iosivas,,,,Thumb,,Did Not Participate In Practice,20260925T015956Z
2026,3,REG,REG,CLE,00-0035234,T,Tytus Howard,,,,Knee,,Limited Participation in Practice,20260925T015956Z
2026,3,REG,REG,CLE,00-0035680,LB,Quincy Williams,,,,Knee,,Limited Participation in Practice,20260925T015956Z
2026,3,REG,REG,CLE,00-0036282,S,Grant Delpit,,,,Shoulder,,Limited Participation in Practice,20260925T015956Z
2026,3,REG,REG,CLE,00-0036953,G,Teven Jenkins,,,,Back,,Did Not Participate In Practice,20260925T015956Z
2026,3,REG,REG,CLE,00-0036974,CB,Tyson Campbell,,,,Ankle,Hip,Limited Participation in Practice,20260925T015956Z
2026,3,REG,REG,CLE,00-0040685,DT,Mason Graham,,,,Groin,,Limited Participation in Practice,20260925T015956Z
2026,3,REG,REG,DAL,00-0033877,S,Malik Hooker,,,,Forearm,,Did Not Participate In Practice,20260925T015956Z
