season,team,player_id,player_name,position,games,spine_metric,usage_index_score,stress_score,redzone_score,share_score,depth_score,return_score,share_calm,share_stress,confidence_delta,spine_opps_stress,team_spine_opps_stress,usage_role,spine_opps,team_spine_opps,share_overall,usage_rank_on_team,usage_rank_in_pos_group,depth_pos,depth_rank,depth_surplus,depth_as_of_week,opp_i20,opp_i10,opp_i5,opp_g2g,team_opp_i20,pct_i20_intra,pct_i20_shrunk,td_i20,td_i5,touches,yards_per_touch,scrimmage_yards,scrimmage_yards_share_intra,scrimmage_tds
2026,NE,00-0033090,H.Henry,TE,2,targets,38.0,42.5,22.3,43.9,50.0,32.2,0.2069,0.087,-0.1199,2,23,ROTATIONAL CONTRIBUTOR,8,52,0.1538,5,1,TE,1,0,18,1,0,0,1,3,0.3333,0.1429,0,0,6,11.0,66,0.1046,0
2026,BAL,00-0034796,L.Jackson,QB,1,rush_attempts_qb,38.0,55.9,21.1,33.6,50.0,13.8,0.087,0.1818,0.0949,2,11,INSUFFICIENT SAMPLE,4,34,0.1176,7,1,QB,1,0,18,1,1,1,1,17,0.0588,0.0476,1,1,11,6.73,74,0.0852,1
2026,CIN,00-0036900,J.Chase,WR,2,targets,37.9,43.5,14.2,57.1,33.3,38.1,0.225,0.16,-0.065,4,25,ROTATIONAL CONTRIBUTOR,13,65,0.2,3,2,WR,1,-1,18,2,0,0,0,18,0.1111,0.0909,1,0,9,9.67,87,0.1334,2
2026,NYG,00-0041042,M.Fields,WR,2,targets,37.9,49.3,0.0,46.8,50.0,48.2,0.1667,0.16,-0.0067,4,25,ROTATIONAL CONTRIBUTOR,10,61,0.1639,4,2,WR,2,0,18,,,,,,,,,,4,13.75,55,0.0952,0
2026,DET,00-0037240,J.Williams,WR,2,targets,37.9,40.0,5.0,48.2,50.0,62.8,0.2174,0.0968,-0.1206,3,31,ROTATIONAL CONTRIBUTOR,13,77,0.1688,4,2,WR,2,0,18,1,0,0,0,27,0.037,0.0323,0,0,6,13.0,78,0.1021,0
2026,LV,00-0035891,C.White,WR,2,targets,37.8,53.7,12.0,14.8,83.3,32.9,0.0286,0.087,0.0584,2,23,INSUFFICIENT SAMPLE,3,58,0.0517,9,4,WR,6,2,2,2,0,0,0,22,0.0909,0.0769,2,0,2,12.0,24,0.0774,2
2026,WAS,00-0041040,A.Williams,WR,2,targets,37.7,48.0,21.9,31.3,33.3,52.4,0.1212,0.0968,-0.0244,3,31,ROTATIONAL CONTRIBUTOR,7,64,0.1094,7,4,WR,3,-1,18,2,1,1,1,24,0.0833,0.0714,1,1,7,12.57,88,0.1285,1
2026,LA,00-0026498,M.Stafford,QB,2,rush_attempts_qb,37.5,58.5,29.3,26.0,50.0,-0.3,0.0556,0.1579,0.1023,3,19,ROTATIONAL CONTRIBUTOR,5,55,0.0909,7,1,QB,1,0,18,2,1,1,1,16,0.125,0.1,0,0,6,-0.33,-2,-0.0026,0
2026,LV,00-0039066,M.Mayer,TE,2,targets,37.3,41.8,6.0,54.2,66.7,24.2,0.2286,0.1304,-0.0981,3,23,RISING -- OUT-EARNING DEPTH CHART,11,58,0.1897,2,1,TE,2,1,18,1,0,0,0,22,0.0455,0.0385,0,0,9,6.11,55,0.0917,0
2026,CAR,00-0039342,X.Legette,WR,2,targets,37.2,47.9,4.6,26.0,50.0,72.5,0.1053,0.0714,-0.0338,2,28,ROTATIONAL CONTRIBUTOR,6,66,0.0909,7,3,WR,3,0,18,1,0,0,0,30,0.0333,0.0294,0,0,2,32.0,64,0.1803,0
2026,LAC,00-0038544,Q.Johnston,WR,2,targets,37.2,44.1,0.0,59.3,66.7,19.8,0.2333,0.1739,-0.0594,4,23,RISING -- OUT-EARNING DEPTH CHART,11,53,0.2075,2,1,WR,2,1,18,,,,,,,,,,4,7.75,31,0.0509,0
2026,JAX,00-0032104,A.Abdullah,RB,2,rush_attempts,37.2,56.2,0.0,35.7,66.7,24.8,0.1026,0.1765,0.0739,3,17,RISING -- OUT-EARNING DEPTH CHART,7,56,0.125,5,3,RB,4,1,18,,,,,,,,,,9,5.0,45,0.0687,0
2026,TB,00-0038129,C.Otton,TE,2,targets,37.2,43.6,13.0,52.4,50.0,25.6,0.2121,0.1481,-0.064,4,27,ROTATIONAL CONTRIBUTOR,11,60,0.1833,3,1,TE,1,0,18,2,0,0,0,20,0.1,0.0833,0,0,8,8.0,64,0.1026,0
2026,LA,00-0036849,T.Atwell,WR,1,targets,37.1,50.0,0.0,19.1,83.3,52.2,0.1,0.0,-0.1,0,10,INSUFFICIENT SAMPLE,2,30,0.0667,12,4,WR,6,2,18,,,,,,,,,,1,19.0,19,0.0388,0
2026,MIN,00-0035249,J.Oliver,TE,2,targets,37.0,50.0,0.0,33.2,50.0,61.1,0.2632,0.0,-0.2632,0,24,ROTATIONAL CONTRIBUTOR,5,43,0.1163,7,2,TE,2,0,18,,,,,,,,,,3,15.33,46,0.0885,0
2026,DEN,00-0040134,P.Bryant,WR,2,targets,36.7,46.5,0.0,35.7,66.7,47.7,0.1471,0.0909,-0.0561,2,22,RISING -- OUT-EARNING DEPTH CHART,7,56,0.125,5,3,WR,4,1,18,,,,,,,,,,5,11.6,58,0.0993,0
2026,NO,00-0041067,B.Lance,WR,2,targets,36.6,50.7,18.8,20.2,50.0,43.3,0.0667,0.075,0.0083,3,40,ROTATIONAL CONTRIBUTOR,6,85,0.0706,9,3,WR,3,0,18,1,1,1,0,22,0.0455,0.0385,0,0,4,12.5,50,0.0611,0
2026,BUF,00-0036988,J.Palmer,WR,2,targets,36.6,53.7,0.0,25.1,50.0,61.1,0.0667,0.1111,0.0444,3,27,ROTATIONAL CONTRIBUTOR,5,57,0.0877,7,4,WR,4,0,18,,,,,,,,,,2,38.5,77,0.0884,2
2026,SF,00-0034854,K.Hodge,WR,1,targets,36.4,50.0,0.0,13.6,83.3,55.9,0.0769,0.0,-0.0769,0,8,INSUFFICIENT SAMPLE,1,21,0.0476,11,4,WR,6,2,18,,,,,,,,,,1,18.0,18,0.0471,0
2026,NO,00-0035644,N.Fant,TE,1,targets,36.3,45.1,11.9,43.1,50.0,30.7,0.1786,0.12,-0.0586,3,25,ROTATIONAL CONTRIBUTOR,8,53,0.1509,8,2,TE,2,0,18,1,1,0,1,22,0.0455,0.0385,1,0,4,8.25,33,0.0659,1
2026,NYJ,00-0041032,K.Sadiq,TE,2,targets,36.2,47.7,26.0,29.1,50.0,20.2,0.1176,0.08,-0.0376,2,25,ROTATIONAL CONTRIBUTOR,6,59,0.1017,6,1,TE,1,0,18,1,1,1,1,14,0.0714,0.0556,1,1,6,6.83,41,0.0602,1
2026,GB,00-0038996,T.Kraft,TE,2,targets,36.1,50.0,0.0,37.3,50.0,47.1,0.2195,0.0,-0.2195,0,28,ROTATIONAL CONTRIBUTOR,9,69,0.1304,5,1,TE,1,0,18,,,,,,,,,,5,16.0,80,0.121,0
2026,LAC,00-0040189,O.Gadsden,TE,2,targets,36.1,51.3,15.9,21.6,50.0,40.3,0.0667,0.087,0.0203,2,23,INSUFFICIENT SAMPLE,4,53,0.0755,7,2,TE,2,0,18,1,1,0,1,14,0.0714,0.0556,1,0,4,12.5,50,0.0821,1
2026,WAS,00-0036626,D.Brown,WR,2,targets,35.8,45.4,16.3,35.7,66.7,13.9,0.1515,0.0968,-0.0547,3,31,RISING -- OUT-EARNING DEPTH CHART,8,64,0.125,6,3,WR,4,1,18,1,1,1,1,24,0.0417,0.0357,0,0,4,5.25,21,0.054,0
2026,IND,00-0032951,L.Treadwell,WR,2,targets,35.7,50.0,0.0,19.4,50.0,73.2,0.1081,0.0,-0.1081,0,22,INSUFFICIENT SAMPLE,4,59,0.0678,6,4,WR,4,0,18,,,,,,,,,,3,20.33,61,0.1854,0
2026,MIN,00-0032950,C.Wentz,QB,2,rush_attempts_qb,35.7,63.6,0.0,29.5,66.7,1.2,0.0541,0.1905,0.1364,4,21,RISING -- OUT-EARNING DEPTH CHART,6,58,0.1034,6,1,QB,2,1,18,,,,,,,,,,8,0.63,5,0.0096,0
2026,NYG,00-0036309,D.Mooney,WR,2,targets,35.6,49.8,0.0,23.4,50.0,66.2,0.0833,0.08,-0.0033,2,25,ROTATIONAL CONTRIBUTOR,5,61,0.082,8,3,WR,3,0,18,,,,,,,,,,4,18.75,75,0.1298,0
2026,LAC,00-0041550,B.Thompson,WR,1,targets,35.6,54.8,0.0,33.0,50.0,36.8,0.0769,0.1538,0.0769,2,13,INSUFFICIENT SAMPLE,3,26,0.1154,9,4,WR,4,0,18,,,,,,,,,,1,13.0,13,0.0408,0
2026,DEN,00-0033881,E.Engram,TE,2,targets,35.5,46.4,7.4,30.6,50.0,49.5,0.1471,0.0455,-0.1016,1,22,ROTATIONAL CONTRIBUTOR,6,56,0.1071,7,1,TE,1,0,18,1,0,0,0,17,0.0588,0.0476,1,0,5,12.0,60,0.1027,1
2026,DET,00-0040669,I.TeSlaa,WR,2,targets,35.1,48.6,5.0,22.3,50.0,58.3,0.087,0.0645,-0.0224,2,31,ROTATIONAL CONTRIBUTOR,6,77,0.0779,5,3,WR,3,0,18,1,0,0,0,27,0.037,0.0323,0,0,2,13.0,26,0.0662,0
2026,SEA,00-0033908,C.Kupp,WR,2,targets,35.0,49.5,0.0,28.6,50.0,53.9,0.1034,0.0952,-0.0082,2,21,ROTATIONAL CONTRIBUTOR,5,50,0.1,6,3,WR,3,0,18,,,,,,,,,,4,13.75,55,0.0793,0
2026,LV,00-0037291,J.Nailor,WR,2,targets,34.9,49.0,6.0,39.4,50.0,25.4,0.1429,0.1304,-0.0124,3,23,ROTATIONAL CONTRIBUTOR,8,58,0.1379,5,2,WR,2,0,18,1,0,0,0,22,0.0455,0.0385,0,0,4,9.0,36,0.06,0
2026,SEA,00-0035704,D.Lock,QB,1,rush_attempts_qb,34.9,55.1,5.0,13.6,66.7,36.0,0.0,0.1429,0.1429,1,7,INSUFFICIENT SAMPLE,1,21,0.0476,8,1,QB,2,1,18,1,0,0,0,27,0.037,0.0323,0,0,2,6.5,13,0.0438,0
2026,CAR,00-0040187,M.Evans,TE,2,targets,34.9,58.9,19.1,13.0,50.0,16.9,0.0,0.1071,0.1071,3,28,INSUFFICIENT SAMPLE,3,66,0.0455,9,3,TE,3,0,18,2,1,1,1,30,0.0667,0.0588,0,0,2,11.0,22,0.0262,0
2026,CLE,00-0040466,R.Sanders,RB,2,rush_attempts,34.8,66.7,0.0,22.0,50.0,14.1,0.0,0.2,0.2,3,15,INSUFFICIENT SAMPLE,3,39,0.0769,7,2,RB,2,0,18,,,,,,,,,,7,5.29,37,0.0645,0
2026,GB,00-0033858,J.Smith,TE,1,targets,34.8,49.5,0.0,21.4,50.0,63.8,0.08,0.0667,-0.0133,1,15,INSUFFICIENT SAMPLE,3,40,0.075,9,2,TE,2,0,18,,,,,,,,,,2,25.0,50,0.1104,0
2026,NYJ,00-0039451,I.Williams,WR,2,targets,34.5,50.2,8.7,33.9,50.0,22.8,0.1176,0.12,0.0024,3,25,ROTATIONAL CONTRIBUTOR,7,59,0.1186,5,3,WR,3,0,18,1,0,0,0,14,0.0714,0.0556,0,0,8,6.88,55,0.0808,0
2026,LV,00-0040729,J.Bech,WR,2,targets,34.4,48.3,12.0,29.5,50.0,28.9,0.1143,0.087,-0.0273,2,23,ROTATIONAL CONTRIBUTOR,6,58,0.1034,7,3,WR,3,0,18,2,0,0,0,22,0.0909,0.0769,1,0,5,9.6,48,0.08,1
2026,ATL,00-0037741,J.Dotson,WR,2,targets,34.4,47.9,0.0,40.0,50.0,33.9,0.1515,0.1176,-0.0339,2,17,ROTATIONAL CONTRIBUTOR,7,50,0.14,4,2,WR,2,0,18,,,,,,,,,,3,10.0,30,0.0531,0
2026,CIN,00-0033526,S.Perine,RB,2,rush_attempts,34.3,45.5,7.1,40.8,50.0,25.9,0.1724,0.1,-0.0724,2,20,ROTATIONAL CONTRIBUTOR,7,49,0.1429,4,2,RB,2,0,18,1,0,0,0,18,0.0556,0.0455,0,0,11,6.55,72,0.1104,0
2026,ARI,00-0037157,Z.Knight,RB,1,rush_attempts,34.1,50.0,0.0,35.7,50.0,33.2,0.1818,0.0,-0.1818,0,5,INSUFFICIENT SAMPLE,2,16,0.125,8,3,RB,3,0,18,,,,,,,,,,2,12.0,24,0.1455,0
2026,JAX,00-0034960,J.Meyers,WR,2,targets,34.1,50.1,0.0,17.5,50.0,63.4,0.0606,0.0625,0.0019,1,16,INSUFFICIENT SAMPLE,3,49,0.0612,9,3,WR,3,0,18,,,,,,,,,,4,17.5,70,0.1069,1
2026,ATL,00-0036970,K.Pitts,TE,2,targets,34.0,48.9,0.0,22.9,50.0,56.2,0.0909,0.0588,-0.0321,1,17,INSUFFICIENT SAMPLE,4,50,0.08,6,1,TE,1,0,18,,,,,,,,,,1,15.0,15,0.0497,0
2026,SF,00-0040177,J.James,RB,1,rush_attempts,33.9,47.8,0.0,47.6,50.0,17.4,0.1875,0.125,-0.0625,1,8,INSUFFICIENT SAMPLE,4,24,0.1667,7,3,RB,3,0,18,,,,,,,,,,4,3.75,15,0.0393,0
2026,SEA,00-0040739,E.Arroyo,TE,1,targets,33.9,50.0,0.0,11.0,66.7,55.4,0.0714,0.0,-0.0714,0,12,INSUFFICIENT SAMPLE,1,26,0.0385,9,2,TE,3,1,18,,,,,,,,,,1,17.0,17,0.0428,0
2026,SEA,00-0039793,A.Barner,TE,2,targets,33.8,50.0,15.8,17.1,50.0,32.7,0.1034,0.0,-0.1034,0,21,INSUFFICIENT SAMPLE,3,50,0.06,7,1,TE,1,0,18,1,1,1,1,27,0.037,0.0323,1,1,4,5.5,22,0.0317,1
2026,CLE,00-0038710,B.Whiteheart,TE,2,targets,33.7,50.5,11.2,16.5,50.0,39.6,0.0541,0.0667,0.0126,1,15,INSUFFICIENT SAMPLE,3,52,0.0577,8,2,TE,2,0,18,1,0,0,0,10,0.1,0.0714,1,0,2,15.5,31,0.054,1
2026,KC,00-0041013,E.Johnson,RB,2,rush_attempts,33.7,41.3,5.4,46.8,50.0,25.5,0.2121,0.1071,-0.105,3,28,ROTATIONAL CONTRIBUTOR,10,61,0.1639,4,2,RB,2,0,18,1,0,0,0,25,0.04,0.0345,0,0,14,7.36,103,0.1098,0
2026,PIT,00-0035594,T.Homer,RB,1,rush_attempts,33.7,50.0,0.0,27.2,66.7,27.1,0.1176,0.0,-0.1176,0,4,INSUFFICIENT SAMPLE,2,21,0.0952,10,3,RB,4,1,2,,,,,,,,,,2,8.0,16,0.0576,0
2026,MIA,00-0039874,J.Wright,RB,2,rush_attempts,33.7,55.3,29.1,20.9,33.3,2.8,0.04,0.125,0.085,2,16,INSUFFICIENT SAMPLE,3,41,0.0732,7,3,RB,2,-1,18,2,1,0,0,14,0.1429,0.1111,0,0,3,3.33,10,0.0169,0
2026,CHI,00-0036290,C.Kmet,TE,2,targets,33.6,50.3,0.0,20.4,50.0,53.6,0.069,0.0741,0.0051,2,27,INSUFFICIENT SAMPLE,4,56,0.0714,8,2,TE,2,0,18,,,,,,,,,,2,17.5,35,0.0625,1
2026,BUF,00-0035689,D.Knox,TE,2,targets,33.6,59.3,18.4,15.0,50.0,3.1,0.0,0.1111,0.1111,3,27,INSUFFICIENT SAMPLE,3,57,0.0526,8,2,TE,2,0,18,1,1,1,1,20,0.05,0.0417,1,1,3,4.0,12,0.0138,1
2026,NYG,00-0031503,J.Winston,QB,1,rush_attempts_qb,33.6,70.8,0.0,27.2,33.3,0.7,0.0,0.3333,0.3333,2,6,INSUFFICIENT SAMPLE,2,21,0.0952,11,2,QB,1,-1,18,,,,,,,,,,2,0.5,1,0.0055,0
2026,WAS,00-0040242,J.Croskey-Merritt,RB,2,rush_attempts,33.6,1.5,21.9,100.0,50.0,19.0,0.6765,0.25,-0.4265,5,20,VOLUME ONLY -- BENCHED WHEN IT TIGHTENS,28,54,0.5185,1,1,RB,1,0,18,2,1,1,1,24,0.0833,0.0714,1,1,30,3.47,104,0.1518,1
2026,TEN,00-0034837,C.Ridley,WR,1,targets,33.2,50.0,0.0,33.6,33.3,45.4,0.2857,0.0,-0.2857,0,10,INSUFFICIENT SAMPLE,2,17,0.1176,9,4,WR,3,-1,18,,,,,,,,,,2,17.5,35,0.1148,0
2026,BAL,00-0034975,J.Hill,RB,2,rush_attempts,33.1,51.6,0.0,43.9,50.0,6.8,0.1471,0.1667,0.0196,3,18,ROTATIONAL CONTRIBUTOR,8,52,0.1538,4,2,RB,2,0,18,,,,,,,,,,11,4.18,46,0.0529,0
2026,CAR,00-0031610,D.Waller,TE,2,targets,33.1,49.5,13.5,21.7,50.0,24.8,0.0789,0.0714,-0.0075,2,28,ROTATIONAL CONTRIBUTOR,5,66,0.0758,8,2,TE,2,0,18,2,1,0,1,30,0.0667,0.0588,2,0,5,12.2,61,0.0725,2
2026,CLE,00-0036407,J.Jeudy,WR,2,targets,33.0,50.0,0.0,27.5,50.0,37.4,0.1351,0.0,-0.1351,0,15,ROTATIONAL CONTRIBUTOR,5,52,0.0962,6,3,WR,3,0,18,,,,,,,,,,2,13.0,26,0.089,0
2026,MIA,00-0040198,O.Gordon,RB,1,rush_attempts,32.9,48.5,8.7,30.6,66.7,2.9,0.125,0.0833,-0.0417,1,12,INSUFFICIENT SAMPLE,3,28,0.1071,6,2,RB,3,1,18,1,0,0,0,14,0.0714,0.0556,0,0,3,2.33,7,0.0234,0
2026,DEN,00-0037085,T.Badie,RB,1,rush_attempts,32.8,50.0,14.6,10.2,50.0,38.1,0.0833,0.0,-0.0833,0,16,INSUFFICIENT SAMPLE,1,28,0.0357,12,4,RB,4,0,18,1,1,0,1,17,0.0588,0.0476,0,0,3,9.67,29,0.074,0
2026,DAL,00-0039410,R.Flournoy,WR,2,targets,32.7,42.3,0.0,46.8,50.0,25.0,0.2105,0.087,-0.1236,2,23,ROTATIONAL CONTRIBUTOR,10,61,0.1639,4,3,WR,3,0,18,,,,,,,,,,7,6.43,45,0.0764,0
2026,BAL,00-0040075,L.Wester,WR,2,targets,32.6,50.0,0.0,21.6,83.3,10.8,0.1212,0.0,-0.1212,0,20,INSUFFICIENT SAMPLE,4,53,0.0755,8,4,WR,6,2,18,,,,,,,,,,3,9.67,29,0.0334,0
2026,HOU,00-0040138,J.Noel,WR,2,targets,32.4,47.1,0.0,23.0,33.3,65.0,0.1,0.0541,-0.0459,2,37,ROTATIONAL CONTRIBUTOR,7,87,0.0805,7,5,WR,4,-1,18,,,,,,,,,,4,24.25,97,0.1196,0
2026,PIT,00-0036252,M.Pittman,WR,1,targets,32.4,48.8,0.0,23.2,16.7,76.0,0.0952,0.0625,-0.0327,1,16,INSUFFICIENT SAMPLE,3,37,0.0811,9,4,WR,2,-2,18,,,,,,,,,,3,19.33,58,0.2079,0
2026,CHI,00-0040277,J.Walker,WR,1,targets,32.3,54.0,16.9,11.0,66.7,0.2,0.0,0.1111,0.1111,1,9,INSUFFICIENT SAMPLE,1,26,0.0385,10,4,WR,5,1,18,1,1,1,1,25,0.04,0.0345,1,1,1,1.0,1,0.0018,1
2026,TB,00-0033921,C.Godwin,WR,2,targets,32.3,49.2,0.0,33.3,33.3,41.3,0.1212,0.1111,-0.0101,3,27,ROTATIONAL CONTRIBUTOR,7,60,0.1167,6,3,WR,2,-1,18,,,,,,,,,,9,11.22,101,0.1619,0
2026,HOU,00-0038608,K.Boutte,WR,2,targets,32.3,50.1,8.2,23.0,33.3,40.4,0.08,0.0811,0.0011,3,37,ROTATIONAL CONTRIBUTOR,7,87,0.0805,8,4,WR,3,-1,18,1,0,0,0,15,0.0667,0.0526,0,0,4,14.5,58,0.0715,0
2026,GB,00-0039146,J.Reed,WR,2,targets,32.3,48.8,14.3,33.1,33.3,16.5,0.122,0.1071,-0.0148,3,28,ROTATIONAL CONTRIBUTOR,8,69,0.1159,6,3,WR,2,-1,18,1,1,0,1,18,0.0556,0.0455,0,0,4,6.0,24,0.0363,0
2026,DAL,00-0033077,D.Prescott,QB,1,rush_attempts_qb,32.2,54.5,6.8,15.9,50.0,25.1,0.0,0.125,0.125,1,8,INSUFFICIENT SAMPLE,1,18,0.0556,11,1,QB,1,0,18,1,0,0,0,19,0.0526,0.0435,0,0,6,6.67,40,0.0679,0
2026,TEN,00-0038117,W.Robinson,WR,2,targets,32.2,42.9,0.0,44.5,50.0,22.5,0.2083,0.0952,-0.1131,2,21,ROTATIONAL CONTRIBUTOR,7,45,0.1556,4,2,WR,2,0,18,,,,,,,,,,6,7.83,47,0.0916,0
2026,LA,00-0040590,K.Mumpfield,WR,2,targets,31.9,49.6,0.0,15.0,66.7,33.3,0.0571,0.0455,-0.0117,1,22,INSUFFICIENT SAMPLE,3,57,0.0526,9,3,WR,4,1,18,,,,,,,,,,1,12.0,12,0.0245,0
2026,ARI,00-0039849,M.Harrison,WR,2,targets,31.9,50.0,0.0,18.1,33.3,60.5,0.1053,0.0,-0.1053,0,25,INSUFFICIENT SAMPLE,4,63,0.0635,7,3,WR,2,-1,18,,,,,,,,,,1,33.0,33,0.084,0
2026,ATL,00-0036463,C.Blair,WR,1,targets,31.8,49.7,0.0,27.7,66.7,11.6,0.1,0.0909,-0.0091,1,11,INSUFFICIENT SAMPLE,3,31,0.0968,8,4,WR,5,1,18,,,,,,,,,,1,6.0,6,0.0199,0
2026,CHI,00-0039919,R.Odunze,WR,2,targets,31.7,43.9,0.0,35.7,16.7,63.4,0.1724,0.0741,-0.0983,2,27,ROTATIONAL CONTRIBUTOR,7,56,0.125,5,3,WR,1,-2,18,,,,,,,,,,5,19.0,95,0.1072,0
2026,KC,00-0040646,J.Royals,WR,1,targets,31.7,50.2,17.3,13.3,66.7,1.4,0.0435,0.05,0.0065,1,20,INSUFFICIENT SAMPLE,2,43,0.0465,9,4,WR,5,1,18,1,1,1,1,25,0.04,0.0345,1,1,2,3.0,6,0.0112,1
2026,TEN,00-0040886,N.Singleton,RB,1,rush_attempts,31.7,44.3,7.8,42.3,50.0,4.1,0.2308,0.0714,-0.1593,1,14,INSUFFICIENT SAMPLE,4,27,0.1481,7,3,RB,3,0,18,1,0,0,0,16,0.0625,0.05,0,0,4,2.5,10,0.0328,0
2026,CHI,00-0041558,S.Roush,TE,1,targets,31.6,46.0,5.4,28.6,50.0,25.7,0.1667,0.0556,-0.1111,1,18,INSUFFICIENT SAMPLE,3,30,0.1,9,3,TE,3,0,18,1,0,0,0,25,0.04,0.0345,0,0,1,9.0,9,0.0276,0
2026,LA,00-0036244,C.Parkinson,TE,2,targets,31.5,52.1,14.5,20.1,33.3,21.3,0.0571,0.0909,0.0338,2,22,INSUFFICIENT SAMPLE,4,57,0.0702,8,2,TE,1,-1,18,1,1,0,1,16,0.0625,0.05,0,0,3,7.0,21,0.0269,0
2026,NE,00-0040556,C.Kiner,RB,2,rush_attempts,31.5,46.2,0.0,44.8,50.0,7.1,0.1842,0.0769,-0.1073,1,13,ROTATIONAL CONTRIBUTOR,8,51,0.1569,4,3,RB,3,0,18,,,,,,,,,,8,1.38,11,0.0174,0
2026,DAL,00-0038705,E.Demercado,RB,2,rush_attempts,31.5,44.9,6.8,42.0,50.0,3.2,0.2105,0.0667,-0.1439,1,15,ROTATIONAL CONTRIBUTOR,5,34,0.1471,6,2,RB,2,0,18,1,0,0,0,19,0.0526,0.0435,0,0,5,3.0,15,0.0255,0
2026,CAR,00-0037005,T.Tremble,TE,2,targets,31.5,50.2,4.6,30.3,50.0,11.4,0.1053,0.1071,0.0019,3,28,ROTATIONAL CONTRIBUTOR,7,66,0.1061,6,1,TE,1,0,18,1,0,0,0,30,0.0333,0.0294,0,0,4,7.25,29,0.0345,0
2026,BUF,00-0034827,D.Moore,WR,2,targets,31.4,45.4,0.0,40.1,33.3,33.2,0.1667,0.1111,-0.0556,3,27,ROTATIONAL CONTRIBUTOR,8,57,0.1404,5,2,WR,1,-1,18,,,,,,,,,,6,16.5,99,0.1137,1
2026,NYJ,00-0030565,G.Smith,QB,2,rush_attempts_qb,31.4,51.6,8.7,23.8,50.0,9.5,0.075,0.1,0.025,2,20,ROTATIONAL CONTRIBUTOR,5,60,0.0833,7,1,QB,1,0,18,1,0,0,0,14,0.0714,0.0556,0,0,11,2.18,24,0.0352,0
2026,MIA,00-0037252,G.Dulcich,TE,2,targets,31.4,48.0,8.7,28.6,50.0,11.7,0.1176,0.0625,-0.0551,1,16,ROTATIONAL CONTRIBUTOR,5,50,0.1,4,1,TE,1,0,18,1,0,0,0,14,0.0714,0.0556,0,0,4,8.75,35,0.059,0
2026,DET,00-0039364,S.Vaki,RB,2,rush_attempts,31.4,50.1,5.0,17.1,50.0,32.1,0.0588,0.0625,0.0037,1,16,INSUFFICIENT SAMPLE,3,50,0.06,6,2,RB,2,0,18,1,0,0,1,27,0.037,0.0323,0,0,5,7.6,38,0.0497,0
2026,SF,00-0029892,K.Juszczyk,FB,1,rush_attempts,31.2,50.0,11.5,0.0,50.0,47.0,0.0,0.0,0.0,0,8,INSUFFICIENT SAMPLE,0,24,0.0,12,1,FB,1,0,18,1,1,0,0,22,0.0455,0.0385,1,0,2,13.5,27,0.0707,1
2026,CIN,00-0039814,E.All,TE,1,targets,30.8,50.0,0.0,27.7,66.7,2.1,0.15,0.0,-0.15,0,11,INSUFFICIENT SAMPLE,3,31,0.0968,9,2,TE,3,1,18,,,,,,,,,,2,2.5,5,0.0171,0
2026,CHI,00-0040126,C.Loveland,TE,2,targets,30.7,48.2,10.8,25.5,50.0,6.7,0.1034,0.0741,-0.0294,2,27,ROTATIONAL CONTRIBUTOR,5,56,0.0893,6,1,TE,1,0,18,2,0,0,0,25,0.08,0.069,0,0,1,3.0,3,0.0092,0
2026,DAL,00-0038547,L.Schoonmaker,TE,1,targets,30.5,50.0,0.0,9.5,50.0,46.8,0.0526,0.0,-0.0526,0,11,INSUFFICIENT SAMPLE,1,30,0.0333,9,3,TE,3,0,18,,,,,,,,,,1,12.0,12,0.0492,0
2026,NYJ,00-0040736,M.Taylor,TE,1,targets,30.4,50.0,0.0,37.3,50.0,-0.7,0.1875,0.0,-0.1875,0,7,INSUFFICIENT SAMPLE,3,23,0.1304,8,2,TE,2,0,18,,,,,,,,,,2,-1.0,-2,-0.0054,0
2026,LA,00-0039074,D.Allen,TE,2,targets,30.4,55.7,0.0,10.0,50.0,28.5,0.0,0.0909,0.0909,2,22,INSUFFICIENT SAMPLE,2,57,0.0351,10,3,TE,3,0,18,,,,,,,,,,2,10.0,20,0.0256,0
2026,SF,00-0036887,L.Farrell,TE,1,targets,30.4,50.0,0.0,16.8,50.0,33.9,0.1111,0.0,-0.1111,0,16,INSUFFICIENT SAMPLE,2,34,0.0588,9,2,TE,2,0,18,,,,,,,,,,2,9.5,19,0.0501,0
2026,CAR,00-0036265,A.Dillon,RB,2,rush_attempts,30.4,42.9,0.0,57.1,33.3,3.7,0.2692,0.0714,-0.1978,1,14,ROTATIONAL CONTRIBUTOR,8,40,0.2,5,3,RB,2,-1,18,,,,,,,,,,8,3.13,25,0.0297,0
2026,LV,00-0037093,D.Young,WR,1,targets,30.3,50.0,0.0,9.9,33.3,60.9,0.0526,0.0,-0.0526,0,10,INSUFFICIENT SAMPLE,1,29,0.0345,11,6,WR,5,-1,18,,,,,,,,,,1,27.0,27,0.0871,0
2026,GB,00-0036264,J.Love,QB,1,rush_attempts_qb,30.3,58.9,7.1,13.6,50.0,0.0,0.0,0.25,0.25,1,4,INSUFFICIENT SAMPLE,1,21,0.0476,11,1,QB,1,0,18,1,0,0,0,18,0.0556,0.0455,0,0,1,0.0,0,0.0,0
2026,JAX,00-0036590,Q.Morris,TE,2,targets,30.3,50.0,0.0,11.7,66.7,24.7,0.0606,0.0,-0.0606,0,16,INSUFFICIENT SAMPLE,2,49,0.0408,11,2,TE,3,1,18,,,,,,,,,,1,7.0,7,0.0246,0
